player,position,team,touches,touches_in_defensive_penalty_area,touches_in_defensive_third,touches_in_middle_third,touches_in_attacking_third,touches_in_attacking_penalty_area,live_ball_touches,take_ons_attempted,take_ons_succeeded,times_tackled_during_take_on,carries,total_carrying_distance,progressive_carrying_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received
Raphinha,"MF,FW",Leeds United,1445,39,195,603,664,122,1445,110,56,54,829,5308,2909,58,38,86,34,957
Marcus Rashford,FW,Manchester Utd,1614,18,105,548,988,165,1614,163,82,79,1008,6984,3560,100,78,77,50,1341
Tim Ream,DF,Fulham,525,74,295,227,6,1,525,2,1,1,338,1790,1136,1,0,2,1,382
Nathan Redmond,"MF,FW",Southampton,1009,8,123,455,447,68,1009,68,39,29,581,3591,1692,47,22,41,37,704
Harrison Reed,MF,Fulham,1756,66,475,986,311,10,1756,24,15,9,896,3892,1689,21,2,20,10,1061
Sergio Reguilón,DF,Tottenham,1731,88,515,760,476,48,1731,49,22,27,916,4829,2641,54,7,34,15,1083
Bobby Reid,"MF,FW",Fulham,1095,49,212,466,429,81,1095,52,27,25,585,2918,1384,32,17,50,24,726
Declan Rice,MF,West Ham,1850,82,465,1110,305,41,1848,34,29,5,1066,7330,3950,58,8,34,19,1209
Lewis Richardson,"FW,MF",Burnley,2,0,0,0,2,0,2,1,0,1,2,18,2,0,0,0,0,2
Richarlison,FW,Everton,1179,54,187,457,562,145,1178,102,61,41,752,5540,2840,72,40,70,56,846
Jaïro Riedewald,MF,Crystal Palace,818,39,211,471,148,15,818,19,13,6,438,2276,1074,13,2,28,9,482
Matt Ritchie,"DF,MF",Newcastle Utd,751,55,222,296,241,10,751,15,8,7,341,1687,933,32,2,12,5,380
Tyler Roberts,"MF,FW",Leeds United,625,16,74,310,249,36,625,25,17,8,368,2360,1061,34,6,32,15,476
Andrew Robertson,DF,Liverpool,3588,103,756,1647,1226,97,3588,53,28,25,2146,10868,6389,101,10,42,11,2425
Antonee Robinson,DF,Fulham,1670,83,465,689,541,32,1670,73,51,22,827,5886,3401,78,11,44,22,939
Callum Robinson,"FW,MF",West Brom,592,16,78,202,318,46,592,29,15,14,323,1789,866,11,11,39,24,423
Jack Robinson,DF,Sheffield Utd,568,51,217,273,82,6,568,4,3,1,246,1158,494,6,1,5,2,309
Hal Robson-Kanu,FW,West Brom,178,7,15,65,101,17,178,14,6,8,111,546,225,3,5,30,16,130
Marek Rodák,GK,Fulham,50,45,50,0,0,0,50,0,0,0,29,120,69,0,0,0,0,28
Joe Rodon,DF,Tottenham,517,85,294,219,5,2,517,0,0,0,269,1097,408,0,0,2,0,338
Rodri,MF,Manchester City,3082,95,564,2022,522,43,3081,33,28,5,1955,8270,4309,43,7,25,22,2349
Rodrigo,"MF,FW",Leeds United,738,18,115,313,317,68,738,25,16,9,470,2212,970,19,11,39,21,587
James Rodríguez,"FW,MF",Everton,1313,7,172,757,396,32,1313,48,34,14,827,4149,1573,28,7,33,38,959
Jay Rodriguez,FW,Burnley,459,10,39,195,230,55,459,28,12,16,249,1186,449,15,6,49,22,314
Oriol Romeu,MF,Southampton,1492,44,311,993,198,8,1492,17,14,3,773,3642,1884,31,2,23,18,1007
John Ruddy,GK,Wolves,24,20,24,0,0,0,24,0,0,0,13,98,65,0,0,0,0,4
Antonio Rüdiger,DF,Chelsea,1690,159,738,871,92,17,1690,6,3,3,1074,5196,3005,18,1,9,1,1301
Mathew Ryan,GK,Arsenal,75,53,70,4,1,1,75,0,0,0,44,231,144,0,0,0,0,31
Mathew Ryan,GK,Brighton,428,336,424,4,0,0,428,0,0,0,254,1121,591,0,0,0,0,258
Allan Saint-Maximin,"FW,MF",Newcastle Utd,666,3,66,326,299,54,666,145,96,49,498,4492,2479,66,24,55,52,518
Romain Saïss,DF,Wolves,1786,187,881,773,140,35,1786,15,9,6,1003,4495,2550,10,1,11,2,1152
Bukayo Saka,"FW,MF",Arsenal,1503,39,213,520,783,142,1503,87,46,41,905,5219,2850,53,36,75,42,1098
Mamadou Sakho,DF,Crystal Palace,121,24,58,58,5,2,121,0,0,0,62,255,143,0,0,3,1,59
Mohamed Salah,FW,Liverpool,1695,11,65,569,1073,275,1689,84,36,48,1185,6086,3034,71,72,116,82,1420
Mohammed Salisu,DF,Southampton,521,55,207,274,41,7,521,12,9,3,265,1346,536,3,0,12,7,272
Davinson Sánchez,DF,Tottenham,1210,171,683,517,12,8,1210,1,1,0,729,3356,1680,2,0,7,3,809
Robert Sánchez,GK,Brighton,1162,893,1148,12,2,2,1162,0,0,0,711,3591,2228,0,0,4,0,680
Morgan Sanson,MF,Aston Villa,201,2,26,102,79,3,201,7,4,3,127,745,321,12,1,10,3,137
Romaine Sawyers,MF,West Brom,867,29,243,545,91,1,867,21,8,13,406,1967,846,9,0,14,10,516
Dane Scarlett,FW,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Schär,DF,Newcastle Utd,759,105,399,317,62,11,758,14,7,7,413,2280,1410,9,0,4,5,433
Jeffrey Schlupp,MF,Crystal Palace,664,24,132,316,224,46,664,64,31,33,356,2548,886,18,14,32,41,413
Kasper Schmeichel,GK,Leicester City,1314,1104,1307,7,0,0,1314,2,1,1,684,3668,2288,0,0,0,0,627
Nélson Semedo,"DF,MF",Wolves,2372,130,606,1120,673,46,2372,103,62,41,1288,7892,4424,78,11,53,27,1419
Femi Seriki,MF,Sheffield Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamie Shackleton,"MF,DF",Leeds United,254,11,65,122,69,9,254,3,3,0,121,614,265,3,2,7,1,160
Xherdan Shaqiri,"MF,FW",Liverpool,477,2,44,204,236,12,477,9,6,3,307,1086,437,9,0,13,7,364
Billy Sharp,FW,Sheffield Utd,187,1,6,62,119,31,185,12,5,7,99,513,128,5,5,18,16,137
Luke Shaw,DF,Manchester Utd,2310,84,541,926,877,62,2310,56,36,20,1249,7878,4699,87,17,25,21,1429
Jonjo Shelvey,MF,Newcastle Utd,1728,78,469,995,284,22,1728,26,20,6,932,4464,1918,22,0,19,5,1087
Shola Shoretire,FW,Manchester Utd,10,0,1,6,4,0,10,0,0,0,6,26,10,0,0,2,0,9
Gylfi Sigurðsson,"MF,FW",Everton,1217,37,218,578,428,47,1213,26,14,12,575,2594,900,26,4,45,28,747
Bernardo Silva,"MF,FW",Manchester City,1621,13,175,734,733,83,1621,65,41,24,1116,7262,4002,104,28,33,23,1304
Fábio Silva,FW,Wolves,507,9,43,232,233,78,506,21,7,14,266,1199,522,8,5,45,21,363
Thiago Silva,DF,Chelsea,2136,243,934,1151,53,19,2136,3,2,1,1374,7624,4757,13,0,8,2,1634
Moussa Sissoko,MF,Tottenham,954,52,270,528,171,11,954,27,18,9,523,2805,1404,30,5,18,14,593
Islam Slimani,FW,Leicester City,12,0,0,6,6,2,12,0,0,0,5,25,1,1,0,1,0,10
William Smallbone,MF,Southampton,95,1,12,54,30,1,95,0,0,0,58,281,146,6,1,2,2,62
Emile Smith Rowe,"MF,FW",Arsenal,890,15,143,397,360,44,890,30,10,20,551,2941,1559,20,13,38,7,705
Robert Snodgrass,"MF,FW",West Brom,217,18,60,91,68,10,217,8,4,4,88,372,139,1,3,8,4,107
Robert Snodgrass,"FW,MF",West Ham,4,0,1,0,3,0,4,0,0,0,4,14,3,0,0,0,0,4
Cédric Soares,DF,Arsenal,542,21,142,238,168,12,542,11,5,6,274,1421,728,10,6,10,9,336
Tomáš Souček,MF,West Ham,2083,157,577,1134,388,102,2083,29,16,13,886,4201,1719,34,4,42,21,1166
Çağlar Söyüncü,DF,Leicester City,1609,137,701,847,67,25,1609,6,4,2,990,5904,3440,18,0,8,4,1138
Zack Steffen,GK,Manchester City,30,26,30,0,0,0,30,0,0,0,18,45,23,0,0,0,0,18
Dale Stephens,MF,Burnley,156,2,22,104,30,4,156,2,1,1,67,246,106,3,0,3,5,79
Jack Stephens,DF,Southampton,1244,114,538,645,69,11,1244,5,2,3,646,3572,2166,10,0,12,5,801
Raheem Sterling,FW,Manchester City,1449,4,65,568,831,213,1448,122,66,56,1037,6339,3294,73,81,62,83,1237
Enda Stevens,DF,Sheffield Utd,1785,112,527,788,485,45,1785,35,20,16,815,4012,2041,20,6,45,29,993
John Stones,DF,Manchester City,1886,137,677,1099,119,17,1886,11,10,1,1370,8437,4920,40,0,4,2,1520
Pascal Struijk,"DF,MF",Leeds United,1580,200,892,615,78,20,1580,5,4,1,871,4704,2834,8,0,10,9,1012
Japhet Tanganga,DF,Tottenham,282,25,104,128,55,4,282,13,9,4,120,603,313,4,0,2,5,154
Matt Targett,DF,Aston Villa,2534,160,775,1098,679,35,2534,25,15,10,1151,4040,1960,30,2,24,6,1348
James Tarkowski,DF,Burnley,1676,245,814,737,131,65,1676,14,12,2,692,3133,1498,7,0,17,4,793
Percy Tau,FW,Brighton,43,1,5,20,19,2,43,3,3,0,29,224,106,1,1,5,1,30
Sidnei Tavares,MF,Leicester City,33,0,6,20,8,0,33,1,1,0,25,156,34,1,1,2,3,27
Charlie Taylor,DF,Burnley,1624,126,521,752,363,10,1624,47,25,22,765,5336,2392,53,4,21,9,846
Neil Taylor,DF,Aston Villa,13,1,7,4,2,0,13,0,0,0,9,20,10,0,0,0,0,8
Allan Tchaptchet,DF,Southampton,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1
Nathan Tella,"FW,MF",Southampton,262,0,29,111,128,21,262,25,11,14,170,1328,565,18,8,35,23,180
