Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Kepa Arrizabalaga,GK,Chelsea,7,6,585,6.5,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.31,0
Pierre-Emerick Aubameyang,FW,Arsenal,29,26,2332,25.9,0.39,0.12,0.5,0.31,0.08,0.08,0.08,0,0.39,0.33,0.09,0.42,2.51,2.55,7.53
Serge Aurier,DF,Tottenham,19,19,1605,17.8,0.11,0.17,0.28,0.11,0,0,0,0,0.06,0.06,0.19,0.25,1.57,3.31,4.61
Charlie Austin,"FW,MF",West Brom,5,0,138,1.5,0,0,0,0,0,0,0,0,0.27,0.27,0,0.27,0.67,2,2.67
Jordan Ayew,"FW,MF",Crystal Palace,33,23,2096,23.3,0.04,0.13,0.17,0.04,0,0,0.17,0,0.09,0.09,0.03,0.12,2.49,1.5,4.68
Luke Ayling,DF,Leeds United,38,38,3399,37.8,0,0,0,0,0,0,0.19,0,0.04,0.04,0.08,0.13,2.91,5.93,2.91
César Azpilicueta,DF,Chelsea,26,24,2188,24.3,0.04,0.08,0.12,0.04,0,0,0.21,0.04,0.03,0.03,0.1,0.13,1.52,5.56,3.42
Eric Bailly,DF,Manchester Utd,12,10,916,10.2,0,0,0,0,0,0,0.29,0,0.01,0.01,0,0.01,0.59,3.63,0
Fabián Balbuena,DF,West Ham,14,13,1198,13.3,0.08,0,0.08,0.08,0,0,0.08,0.08,0.05,0.05,0,0.05,0.23,2.26,0.15
George Baldock,DF,Sheffield Utd,32,32,2787,31,0,0.06,0.06,0,0,0,0.23,0,0.04,0.04,0.09,0.13,2.19,2.42,4.52
Gareth Bale,FW,Tottenham,20,10,920,10.2,1.08,0.2,1.27,1.08,0,0,0.1,0,0.57,0.57,0.18,0.75,3.04,4.22,8.33
Patrick Bamford,FW,Leeds United,38,37,3050,33.9,0.5,0.21,0.71,0.44,0.06,0.06,0.09,0,0.54,0.49,0.1,0.6,0.94,0.91,4.93
Phil Bardsley,DF,Burnley,4,3,274,3,0,0,0,0,0,0,0.67,0,0.03,0.03,0,0.03,1.33,3.33,2
Ross Barkley,MF,Aston Villa,24,18,1531,17,0.18,0.06,0.24,0.18,0,0,0,0,0.18,0.18,0.25,0.43,2.35,5.18,4.29
Ross Barkley,"FW,MF",Chelsea,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0.2,0.2,4,4,2
Ashley Barnes,FW,Burnley,22,15,1331,14.8,0.2,0,0.2,0.14,0.07,0.07,0.27,0,0.28,0.22,0.05,0.28,0.54,1.35,5.34
Harvey Barnes,"FW,MF",Leicester City,25,22,1945,21.6,0.42,0.19,0.6,0.42,0,0,0,0,0.27,0.27,0.07,0.35,4.86,2.59,7.55
Kyle Bartley,DF,West Brom,30,28,2584,28.7,0.1,0.03,0.14,0.1,0,0,0.14,0,0.09,0.09,0.05,0.14,0.07,1.53,0.1
Chris Basham,"DF,MF",Sheffield Utd,31,31,2576,28.6,0,0.03,0.03,0,0,0,0.17,0,0.02,0.02,0.03,0.06,1.33,2.87,1.68
Michy Batshuayi,FW,Crystal Palace,18,7,728,8.1,0.25,0.12,0.37,0.25,0,0,0,0,0.2,0.2,0.2,0.4,1.98,1.6,5.43
Jan Bednarek,DF,Southampton,36,36,3100,34.4,0.03,0.03,0.06,0.03,0,0,0.15,0.03,0.02,0.02,0.02,0.04,0.38,2.21,0.09
Donny van de Beek,"MF,FW",Manchester Utd,19,4,524,5.8,0.17,0.17,0.34,0.17,0,0,0.17,0,0.07,0.07,0.16,0.22,1.21,2.76,6.72
Héctor Bellerín,"DF,MF",Arsenal,25,24,2089,23.2,0.04,0.09,0.13,0.04,0,0,0.34,0,0.03,0.03,0.1,0.14,1.98,4.66,6.12
Saïd Benrahma,"FW,MF",West Ham,30,14,1391,15.5,0.06,0.39,0.45,0.06,0,0,0,0,0.17,0.17,0.26,0.43,4.06,3.87,6.9
Josh Benson,MF,Burnley,6,2,264,2.9,0,0,0,0,0,0,0,0,0.07,0.07,0,0.07,0.34,2.07,2.76
Christian Benteke,FW,Crystal Palace,30,21,1816,20.2,0.5,0.05,0.54,0.5,0,0,0.15,0.05,0.41,0.41,0.04,0.45,0.69,1.78,6.14
Gaetano Berardi,DF,Leeds United,2,1,113,1.3,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08,0,1.54,0.77
Jóhann Berg Guðmundsson,MF,Burnley,22,16,1363,15.1,0.13,0,0.13,0.13,0,0,0.13,0,0.08,0.08,0.03,0.11,1.66,2.05,4.9
Sander Berge,MF,Sheffield Utd,15,13,1120,12.4,0.08,0.08,0.16,0,0.08,0.08,0.32,0,0.1,0.03,0.09,0.13,3.15,3.15,2.66
Steven Bergwijn,"FW,MF",Tottenham,21,13,1208,13.4,0.07,0.22,0.3,0.07,0,0,0.22,0,0.15,0.15,0.07,0.22,2.39,1.87,6.19
Bernard,"MF,FW",Everton,12,3,455,5.1,0.2,0,0.2,0.2,0,0,0.39,0,0.06,0.06,0.12,0.16,2.55,7.25,8.24
Bernardo,"DF,MF",Brighton,3,2,206,2.3,0,0,0,0,0,0,0,0,0.17,0.17,0.04,0.22,0.87,3.91,6.52
Ryan Bertrand,DF,Southampton,29,29,2598,28.9,0,0.03,0.03,0,0,0,0.17,0,0.01,0.01,0.04,0.06,1.59,3.49,4.15
Yves Bissouma,MF,Brighton,36,35,3111,34.6,0.03,0,0.03,0.03,0,0,0.23,0.03,0.04,0.04,0.03,0.07,1.59,4.22,0.75
Jayden Bogle,"DF,MF",Sheffield Utd,16,12,1110,12.3,0.16,0,0.16,0.16,0,0,0.16,0,0.15,0.15,0.02,0.18,0.89,1.95,4.96
Willy Boly,DF,Wolves,21,21,1879,20.9,0.05,0.05,0.1,0.05,0,0,0.1,0,0.05,0.05,0.01,0.07,0.24,2.11,0.05
Jarrod Bowen,"FW,MF",West Ham,38,30,2562,28.5,0.28,0.18,0.46,0.28,0,0,0,0,0.25,0.25,0.18,0.42,2.91,1.54,5.79
Robbie Brady,MF,Burnley,19,12,1052,11.7,0.09,0.09,0.17,0.09,0,0,0.26,0,0.07,0.07,0.08,0.15,1.2,2.22,3.42
Rhian Brewster,"FW,MF",Sheffield Utd,27,12,1128,12.5,0,0,0,0,0,0,0.08,0,0.14,0.14,0.13,0.27,0.88,1.6,3.84
Nathan Broadhead,FW,Everton,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Brownhill,MF,Burnley,33,32,2813,31.3,0,0.03,0.03,0,0,0,0.06,0,0.06,0.06,0.02,0.08,0.7,2.65,2.2
Joe Bryan,"DF,MF",Fulham,16,7,669,7.4,0.14,0,0.14,0.14,0,0,0.27,0,0.08,0.08,0.04,0.12,1.76,4.19,4.46
Kean Bryan,DF,Sheffield Utd,13,12,1004,11.2,0.09,0,0.09,0.09,0,0,0.09,0,0.08,0.08,0.05,0.13,0.63,1.96,1.61
Oliver Burke,FW,Sheffield Utd,25,14,1269,14.1,0.07,0.07,0.14,0.07,0,0,0.14,0,0.15,0.15,0.16,0.3,2.13,1.35,7.66
Dan Burn,DF,Brighton,27,23,2061,22.9,0.04,0,0.04,0.04,0,0,0.22,0,0.07,0.07,0.03,0.1,1.48,3.8,3.19
Jack Butland,GK,Crystal Palace,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Button,GK,West Brom,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oskar Buur,DF,Wolves,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Willy Caballero,GK,Chelsea,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Cahill,DF,Crystal Palace,20,20,1800,20,0.05,0.05,0.1,0.05,0,0,0.15,0,0.03,0.03,0.03,0.07,0.15,2.3,0
Tom Cairney,MF,Fulham,10,9,759,8.4,0.12,0.12,0.24,0.12,0,0,0.24,0,0.06,0.06,0.13,0.19,2.62,8.57,2.98
Dominic Calvert-Lewin,FW,Everton,33,32,2871,31.9,0.5,0,0.5,0.5,0,0,0.09,0,0.51,0.51,0.06,0.57,1.13,1.44,5.02
João Cancelo,"DF,MF",Manchester City,28,27,2299,25.5,0.08,0.12,0.2,0.08,0,0,0.2,0.04,0.06,0.06,0.18,0.24,3.14,7.84,5.88
Ian Carlo Poveda,MF,Leeds United,14,0,355,3.9,0,0,0,0,0,0,0,0,0.08,0.08,0.28,0.36,5.38,4.36,12.1
Andy Carroll,FW,Newcastle Utd,18,4,392,4.4,0.23,0,0.23,0.23,0,0,0.23,0,0.18,0.18,0.02,0.2,0.45,2.73,4.09
Scott Carson,GK,Manchester City,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabio Carvalho,"MF,FW",Fulham,4,3,255,2.8,0.36,0,0.36,0.36,0,0,0,0,0.43,0.43,0.14,0.57,3.57,2.14,5
Matty Cash,DF,Aston Villa,28,28,2372,26.4,0,0.08,0.08,0,0,0,0.3,0.04,0.01,0.01,0.06,0.08,1.63,2.88,2.35
Kiko Casilla,GK,Leeds United,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Castagne,DF,Leicester City,27,27,2345,26.1,0.08,0.11,0.19,0.08,0,0,0.04,0,0.04,0.04,0.08,0.13,1.99,3.49,5.67
Jonny Castro,"MF,DF",Wolves,7,7,495,5.5,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0.02,2.36,2.91,3.27
Ivan Cavaleiro,FW,Fulham,36,27,2472,27.5,0.11,0,0.11,0.07,0.04,0.07,0.07,0,0.23,0.17,0.1,0.27,2.47,2.29,8.36
Edinson Cavani,FW,Manchester Utd,26,13,1375,15.3,0.65,0.2,0.85,0.65,0,0,0.26,0,0.52,0.52,0.14,0.67,0.33,1.96,5.23
Dani Ceballos,MF,Arsenal,25,17,1615,17.9,0,0.17,0.17,0,0,0,0.22,0,0.03,0.03,0.15,0.18,3.02,8.38,2.91
Calum Chambers,DF,Arsenal,10,8,753,8.4,0,0.24,0.24,0,0,0,0,0,0.05,0.05,0.13,0.18,1.9,4.76,5.83
Ben Chilwell,DF,Chelsea,27,27,2286,25.4,0.12,0.2,0.31,0.12,0,0,0.12,0,0.09,0.09,0.09,0.19,3.7,4.37,7.32
Hamza Choudhury,MF,Leicester City,10,4,316,3.5,0,0,0,0,0,0,0.29,0,0.11,0.11,0,0.11,0.86,4.29,0.29
Andreas Christensen,DF,Chelsea,17,15,1371,15.2,0,0,0,0,0,0,0.13,0.07,0.01,0.01,0.02,0.03,0.46,2.83,0.07
Carney Chukwuemeka,"MF,FW",Aston Villa,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
Ciaran Clark,DF,Newcastle Utd,22,21,1891,21,0.05,0,0.05,0.05,0,0,0.14,0,0.03,0.03,0,0.04,0.43,1.67,0.19
Nathaniel Clyne,DF,Crystal Palace,13,13,1145,12.7,0,0.08,0.08,0,0,0,0.16,0,0.02,0.02,0.02,0.03,1.42,3.31,1.57
Conor Coady,DF,Wolves,37,37,3303,36.7,0.03,0,0.03,0.03,0,0,0.14,0,0.03,0.03,0.01,0.03,0.11,1.83,0.05
Séamus Coleman,"DF,MF",Everton,25,18,1613,17.9,0,0.17,0.17,0,0,0,0,0,0.05,0.05,0.1,0.15,1.73,2.74,5.03
Aaron Connolly,FW,Brighton,17,9,791,8.8,0.23,0.11,0.34,0.23,0,0,0,0,0.45,0.45,0.02,0.48,1.36,0.45,6.59
Liam Cooper,DF,Leeds United,25,25,2185,24.3,0.04,0,0.04,0.04,0,0,0.16,0.04,0.07,0.07,0,0.07,0.49,3.62,0.04
Theo Corbeanu,FW,Wolves,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Jack Cork,MF,Burnley,16,15,1350,15,0,0,0,0,0,0,0.13,0,0.01,0.01,0.04,0.05,0.53,2.47,0.87
Hélder Costa,"MF,FW",Leeds United,22,13,1156,12.8,0.23,0.23,0.47,0.23,0,0,0,0,0.17,0.17,0.05,0.22,3.67,2.19,6.56
Vladimír Coufal,DF,West Ham,34,34,3054,33.9,0,0.21,0.21,0,0,0,0.09,0,0.04,0.04,0.16,0.2,2.06,3.78,4.69
Aaron Cresswell,DF,West Ham,36,36,3170,35.2,0,0.23,0.23,0,0,0,0.09,0,0.03,0.03,0.18,0.21,0.99,4.6,2.73
Patrick Cutrone,FW,Wolves,2,0,25,0.3,0,0,0,0,0,0,0,0,0.33,0.33,0,0.33,0,0,10
Stuart Dallas,"MF,DF",Leeds United,38,38,3409,37.9,0.21,0.05,0.26,0.21,0,0,0.18,0,0.11,0.11,0.05,0.16,2.51,6.15,3.32
Scott Dann,DF,Crystal Palace,15,15,1350,15,0.07,0,0.07,0.07,0,0,0.07,0,0.02,0.02,0,0.02,0.13,2.27,0
Karl Darlow,GK,Newcastle Utd,25,25,2250,25,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0
Ben Davies,DF,Tottenham,20,14,1346,15,0,0.07,0.07,0,0,0,0.07,0,0.01,0.01,0.04,0.05,1.87,3.4,3.67
Tom Davies,MF,Everton,25,17,1423,15.8,0,0.06,0.06,0,0,0,0.19,0,0.01,0.01,0.06,0.07,0.7,3.1,1.08
Keinan Davis,"FW,MF",Aston Villa,15,1,277,3.1,0.32,0.32,0.65,0.32,0,0,0,0,0.48,0.48,0.19,0.68,2.26,1.94,11.9
Leif Davis,DF,Leeds United,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0
Craig Dawson,DF,West Ham,22,22,1925,21.4,0.14,0,0.14,0.14,0,0,0.23,0.05,0.09,0.09,0,0.09,0.09,1.82,0.05
Kevin De Bruyne,MF,Manchester City,25,23,1997,22.2,0.27,0.54,0.81,0.18,0.09,0.14,0.05,0,0.42,0.31,0.36,0.67,4.59,9.59,8.38
Liam Delap,FW,Manchester City,1,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Fabian Delph,"MF,DF",Everton,8,2,266,3,0,0,0,0,0,0,0.33,0,0,0,0.03,0.03,0.67,3.67,1.33
Leander Dendoncker,"MF,DF",Wolves,33,28,2503,27.8,0.04,0,0.04,0.04,0,0,0.14,0,0.11,0.11,0.03,0.14,0.54,3.17,1.12
Mbaye Diagne,FW,West Brom,16,14,1189,13.2,0.23,0.15,0.38,0.23,0,0,0.15,0,0.5,0.5,0.08,0.58,0.3,0.91,4.55
Amad Diallo,FW,Manchester Utd,3,2,166,1.8,0,0.56,0.56,0,0,0,0,0,0,0,0.28,0.28,5,5,3.89
Ibrahima Diallo,MF,Southampton,22,10,1020,11.3,0,0,0,0,0,0,0.27,0,0.04,0.04,0.05,0.1,0.97,4.07,1.15
Grady Diangana,"MF,FW",West Brom,20,15,1235,13.7,0.07,0,0.07,0.07,0,0,0,0,0.08,0.08,0.01,0.09,1.82,2.34,6.13
Rúben Dias,DF,Manchester City,32,32,2843,31.6,0.03,0,0.03,0.03,0,0,0.13,0,0.06,0.06,0,0.06,1.2,4.87,0.16
Eric Dier,DF,Tottenham,28,28,2520,28,0,0,0,0,0,0,0.11,0,0.04,0.04,0.01,0.05,0.75,2.32,0.21
Lucas Digne,"DF,MF",Everton,30,30,2681,29.8,0,0.23,0.23,0,0,0,0.07,0.03,0.02,0.02,0.17,0.19,1.98,3.29,6.61
Issa Diop,DF,West Ham,18,15,1381,15.3,0.13,0,0.13,0.13,0,0,0.2,0,0.03,0.03,0,0.03,0.26,1.96,0.07
Moussa Djenepo,MF,Southampton,27,15,1240,13.8,0.07,0,0.07,0.07,0,0,0.36,0,0.06,0.06,0.03,0.09,2.03,2.32,5.65
Matt Doherty,DF,Tottenham,17,13,1240,13.8,0,0.14,0.14,0,0,0,0.29,0.07,0.03,0.03,0.05,0.08,1.3,3.04,4.93
Gabriel Dos Santos,DF,Arsenal,23,22,1996,22.2,0.09,0,0.09,0.09,0,0,0.18,0.05,0.06,0.06,0,0.06,0.81,3.6,0.36
Abdoulaye Doucouré,MF,Everton,29,29,2443,27.1,0.07,0.11,0.18,0.07,0,0,0.22,0,0.08,0.08,0.07,0.16,1.25,3.84,2.58
Martin Dúbravka,GK,Newcastle Utd,13,13,1170,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Dummett,DF,Newcastle Utd,15,14,1255,13.9,0.07,0,0.07,0.07,0,0,0.14,0,0.02,0.02,0.01,0.04,0.14,2.09,0.36
Lewis Dunk,DF,Brighton,33,33,2931,32.6,0.15,0,0.15,0.15,0,0,0.15,0.06,0.07,0.07,0.04,0.1,0.83,2.52,0.21
Jimmy Dunne,DF,Burnley,3,3,270,3,0.33,0,0.33,0.33,0,0,0.33,0,0.17,0.17,0.03,0.2,0,1.33,0.33
Ederson,GK,Manchester City,36,36,3240,36,0,0.03,0.03,0,0,0,0.08,0,0,0,0.01,0.01,0,0.03,0
Kyle Edwards,"MF,FW",West Brom,5,1,118,1.3,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08,3.85,2.31,3.08
John Egan,DF,Sheffield Utd,31,30,2629,29.2,0,0.03,0.03,0,0,0,0.24,0.03,0.03,0.03,0.02,0.05,0.38,2.05,0.07
Anthony Elanga,FW,Manchester Utd,2,2,155,1.7,0.59,0,0.59,0.59,0,0,0,0,0.24,0.24,0,0.29,1.18,1.76,7.65
Ahmed Elmohamady,DF,Aston Villa,14,8,839,9.3,0,0,0,0,0,0,0.22,0,0.04,0.04,0.11,0.15,1.08,4.84,3.87
Mohamed Elneny,MF,Arsenal,23,17,1544,17.2,0.06,0,0.06,0.06,0,0,0.17,0,0.02,0.02,0.01,0.03,0.99,5.76,0.7
Jonny Evans,DF,Leicester City,28,28,2473,27.5,0.07,0.07,0.15,0.07,0,0,0.25,0,0.06,0.06,0.01,0.08,0.25,3.49,0.18
Eberechi Eze,MF,Crystal Palace,34,29,2559,28.4,0.14,0.21,0.35,0.14,0,0,0.11,0,0.08,0.08,0.14,0.21,2.78,4.47,4.44
Łukasz Fabiański,GK,West Ham,35,35,3150,35,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0
Fabinho,"DF,MF",Liverpool,30,28,2567,28.5,0,0,0,0,0,0,0.21,0,0.01,0.01,0.01,0.02,0.95,4.35,0.46
Bruno Fernandes,MF,Manchester Utd,37,35,3099,34.4,0.52,0.35,0.87,0.26,0.26,0.29,0.17,0,0.47,0.24,0.33,0.57,2.33,8.28,7.65
Federico Fernández,DF,Newcastle Utd,24,24,2079,23.1,0,0,0,0,0,0,0.17,0,0.01,0.01,0.03,0.03,0.04,1.39,0.3
Fernandinho,MF,Manchester City,21,12,1188,13.2,0,0.15,0.15,0,0,0,0.45,0,0.05,0.05,0.1,0.14,2.35,8.64,0.38
Sam Field,MF,West Brom,3,0,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0
Roberto Firmino,FW,Liverpool,36,33,2838,31.5,0.29,0.22,0.51,0.29,0,0,0.06,0,0.36,0.36,0.18,0.54,2.1,4.44,7.05
John Fleck,MF,Sheffield Utd,31,29,2575,28.6,0,0.07,0.07,0,0,0,0.14,0,0.02,0.02,0.1,0.12,1.89,5.28,2.17
Phil Foden,"FW,MF",Manchester City,28,17,1616,18,0.5,0.28,0.78,0.5,0,0,0,0,0.28,0.28,0.2,0.48,4.5,3.83,11.8
Wesley Fofana,DF,Leicester City,28,27,2262,25.1,0,0,0,0,0,0,0.28,0,0.04,0.04,0.01,0.05,1.47,3.71,0.32
Pablo Fornals,"FW,MF",West Ham,33,31,2572,28.6,0.17,0.14,0.31,0.17,0,0,0.1,0,0.21,0.21,0.08,0.29,2.06,4.69,4.97
Fraser Forster,GK,Southampton,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Fosu-Mensah,DF,Manchester Utd,1,1,80,0.9,0,0,0,0,0,0,1.11,0,0,0,0.33,0.33,2.22,5.56,14.4
Tyrese Francois,DF,Fulham,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,10,5,10
Ryan Fraser,"FW,MF",Newcastle Utd,18,9,928,10.3,0,0.19,0.19,0,0,0,0.19,0.1,0.09,0.09,0.19,0.28,2.04,1.75,6.89
Fred,MF,Manchester Utd,30,27,2390,26.6,0.04,0,0.04,0.04,0,0,0.19,0,0.07,0.07,0.07,0.14,1.17,7.11,1.24
Ryan Fredericks,"DF,FW",West Ham,14,6,569,6.3,0.16,0.16,0.32,0.16,0,0,0.32,0,0.05,0.05,0.19,0.24,1.75,3.17,6.19
Christian Fuchs,DF,Leicester City,9,8,702,7.8,0,0,0,0,0,0,0.51,0,0.01,0.01,0,0.01,0.26,5,0.9
Darnell Furlong,DF,West Brom,35,32,2932,32.6,0.03,0.09,0.12,0.03,0,0,0.15,0,0.06,0.06,0.06,0.12,1.35,2.39,3.19
Conor Gallagher,MF,West Brom,30,28,2531,28.1,0.07,0.07,0.14,0.07,0,0,0.39,0,0.05,0.05,0.06,0.12,1.14,3.45,2.1
Eric García,DF,Manchester City,6,3,383,4.3,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,1.86,5.12,0
Dwight Gayle,"FW,MF",Newcastle Utd,18,4,514,5.7,0.18,0.18,0.35,0.18,0,0,0,0,0.51,0.51,0.05,0.58,0.53,1.05,5.26
Jean-Philippe Gbamin,MF,Everton,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
David de Gea,GK,Manchester Utd,26,26,2295,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anwar El Ghazi,FW,Aston Villa,28,17,1613,17.9,0.56,0,0.56,0.34,0.22,0.22,0.11,0,0.47,0.3,0.1,0.4,2.79,2.63,9.11
Kieran Gibbs,DF,West Brom,10,9,809,9,0,0,0,0,0,0,0.11,0.11,0.01,0.01,0.04,0.04,1.22,2.11,1.89
Morgan Gibbs-White,"MF,FW",Wolves,11,4,414,4.6,0.22,0,0.22,0.22,0,0,0.22,0,0.17,0.17,0.09,0.26,3.26,6.09,5.87
Billy Gilmour,MF,Chelsea,5,3,261,2.9,0,0,0,0,0,0,0,0,0.03,0.03,0.07,0.07,1.03,6.21,0.34
Olivier Giroud,FW,Chelsea,17,8,748,8.3,0.48,0,0.48,0.48,0,0,0.12,0,0.51,0.51,0.13,0.64,0,0.6,4.82
Ben Godfrey,DF,Everton,31,29,2685,29.8,0,0.07,0.07,0,0,0,0.13,0,0.03,0.03,0.03,0.06,1.54,2.11,0.34
André Gomes,MF,Everton,28,17,1570,17.4,0,0.06,0.06,0,0,0,0.17,0,0.03,0.03,0.06,0.08,1.72,5.92,1.61
Joe Gomez,DF,Liverpool,7,6,590,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0.61,5.76,0.15
Anthony Gordon,"FW,MF",Everton,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
