Player,Pos,Squad,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Aaron Cresswell,DF,West Ham,36,35,3069,34.1,0.03,0.09,0.12,0.03,0,0,0.21,0,0.02,0.02,0.09,0.11,1.03,3.75,1.82
Peter Crouch,FW,Stoke City,31,14,1567,17.4,0.29,0.11,0.4,0.29,0,0,0.23,0,0.24,0.24,0.16,0.4,0.52,2.36,4.89
Josh Cullen,MF,West Ham,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Daniels,"DF,MF",Bournemouth,35,34,3002,33.4,0.03,0.09,0.12,0.03,0,0,0,0,0.02,0.02,0.07,0.08,3.11,4.64,4.94
Danilo,DF,Manchester City,23,13,1349,15,0.2,0.13,0.33,0.2,0,0,0.13,0,0.07,0.07,0.01,0.09,2.67,5.93,4.93
Scott Dann,DF,Crystal Palace,17,16,1435,15.9,0.06,0,0.06,0.06,0,0,0.25,0,0.14,0.14,0.01,0.16,0.44,2.64,0.19
Karl Darlow,GK,Newcastle Utd,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matteo Darmian,DF,Manchester Utd,8,5,444,4.9,0,0,0,0,0,0,0,0,0,0,0,0.02,1.43,3.27,2.04
Ben Davies,DF,Tottenham,29,26,2324,25.8,0.08,0.23,0.31,0.08,0,0,0.12,0,0.04,0.04,0.12,0.17,2.83,6.4,6.9
Tom Davies,MF,Everton,33,20,1900,21.1,0.09,0.05,0.14,0.09,0,0,0.33,0,0.07,0.07,0.03,0.1,1.71,2.94,3.32
Steven Davis,MF,Southampton,23,17,1521,16.9,0.18,0,0.18,0.18,0,0,0,0,0.05,0.05,0.07,0.12,1.36,7.63,3.31
Craig Dawson,DF,West Brom,28,28,2510,27.9,0.07,0,0.07,0.07,0,0,0.22,0,0.08,0.08,0.04,0.13,0.65,2.97,0.72
Kevin De Bruyne,MF,Manchester City,37,36,3073,34.1,0.23,0.47,0.7,0.23,0,0,0.06,0,0.15,0.15,0.33,0.48,5.37,11.4,7.6
Troy Deeney,FW,Watford,29,20,1844,20.5,0.24,0.1,0.34,0.1,0.15,0.24,0.05,0.05,0.34,0.14,0.14,0.28,0.15,3.46,6.15
Jermain Defoe,FW,Bournemouth,24,11,1088,12.1,0.33,0.08,0.41,0.33,0,0,0.08,0,0.29,0.29,0.09,0.38,0.74,0.83,4.88
Steven Defour,MF,Burnley,24,24,1997,22.2,0.05,0.05,0.09,0.05,0,0,0.27,0,0.04,0.04,0.05,0.09,1.71,5.27,1.35
Damien Delaney,DF,Crystal Palace,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Delph,DF,Manchester City,22,21,1741,19.3,0.05,0.1,0.16,0.05,0,0,0.1,0,0.02,0.02,0.06,0.08,2.75,6.84,3.26
Mousa Dembélé,MF,Tottenham,28,21,1879,20.9,0,0,0,0,0,0,0.29,0,0.02,0.02,0.03,0.05,3.16,10.1,1.24
Laurent Depoitre,FW,Huddersfield,33,18,1820,20.2,0.3,0.05,0.35,0.3,0,0,0.05,0,0.18,0.18,0.07,0.25,0.54,1.04,4.41
Mike van der Hoorn,DF,Swansea City,24,24,1944,21.6,0.05,0,0.05,0.05,0,0,0.19,0,0.05,0.05,0.03,0.07,0.37,1.9,0.23
Gerard Deulofeu,"FW,MF",Watford,7,5,435,4.8,0.21,0,0.21,0.21,0,0,0,0,0.1,0.1,0.13,0.23,4.79,2.71,6.67
Fousseni Diabaté,"MF,FW",Leicester City,14,5,587,6.5,0,0.15,0.15,0,0,0,0.15,0,0.08,0.08,0.05,0.14,4,2.77,8.62
Mohamed Diamé,MF,Newcastle Utd,31,23,2041,22.7,0.09,0,0.09,0.09,0,0,0.13,0,0.06,0.06,0.03,0.09,1.1,3.57,0.97
Brahim Díaz,"FW,DF",Manchester City,5,0,55,0.6,0,0,0,0,0,0,0,0,0.83,0.83,0,0.83,5,0,25
Eric Dier,"MF,DF",Tottenham,34,32,2824,31.4,0,0.06,0.06,0,0,0,0.13,0,0.06,0.06,0.05,0.12,1.11,6.78,0.92
Abdoulaye Doucouré,MF,Watford,37,37,3324,36.9,0.19,0.08,0.27,0.19,0,0,0.27,0,0.09,0.09,0.06,0.16,1.98,6.02,2.14
Aleksandar Dragović,DF,Leicester City,11,7,769,8.5,0,0,0,0,0,0,0.24,0,0.01,0.01,0,0.01,0.47,3.18,0.12
Danny Drinkwater,MF,Chelsea,12,5,527,5.9,0.17,0,0.17,0.17,0,0,0,0,0.03,0.03,0.05,0.08,0.51,5.42,4.75
Martin Dúbravka,GK,Newcastle Utd,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Duffy,DF,Brighton,37,37,3292,36.6,0,0.03,0.03,0,0,0,0.22,0,0.06,0.06,0.03,0.09,0.22,1.07,0.27
Paul Dummett,DF,Newcastle Utd,20,19,1602,17.8,0,0,0,0,0,0,0.06,0,0.02,0.02,0.02,0.03,0.45,3.2,0.96
Lewis Dunk,DF,Brighton,38,38,3420,38,0.03,0.03,0.05,0.03,0,0,0.18,0,0.07,0.07,0.03,0.1,0.66,1.42,0.13
Nathan Dyer,"MF,FW",Swansea City,24,16,1307,14.5,0,0,0,0,0,0,0.14,0,0.06,0.06,0.06,0.12,3.66,2.34,8.21
Ederson,GK,Manchester City,36,36,3194,35.5,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
Tom Edwards,"DF,MF",Stoke City,6,6,481,5.3,0,0,0,0,0,0,0,0,0,0,0.08,0.08,1.51,2.08,0.75
Rob Elliot,GK,Newcastle Utd,16,16,1440,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Elneny,MF,Arsenal,13,11,867,9.6,0,0.1,0.1,0,0,0,0.31,0.1,0.03,0.03,0.09,0.13,1.35,7.71,2.19
Christian Eriksen,"MF,FW",Tottenham,37,37,3218,35.8,0.28,0.28,0.56,0.28,0,0,0,0,0.2,0.2,0.32,0.52,2.32,9.3,6.62
Jonny Evans,DF,West Brom,28,26,2270,25.2,0.08,0.08,0.16,0.08,0,0,0.28,0,0.08,0.08,0.04,0.12,0.83,2.22,0.36
Patrice Evra,"DF,MF",West Ham,5,3,228,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.8,1.6
Łukasz Fabiański,GK,Swansea City,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesc Fàbregas,MF,Chelsea,32,25,2307,25.6,0.08,0.16,0.23,0.08,0,0,0.2,0.08,0.09,0.09,0.27,0.36,2.15,13.6,5.27
Marouane Fellaini,MF,Manchester Utd,16,5,683,7.6,0.53,0,0.53,0.53,0,0,0.13,0,0.46,0.46,0.03,0.49,0.66,2.5,1.45
Kiko Femenía,"DF,FW",Watford,23,19,1713,19,0.05,0.05,0.11,0.05,0,0,0.11,0,0.02,0.02,0.09,0.11,2.84,3.79,5.42
Leroy Fer,MF,Swansea City,20,15,1397,15.5,0.06,0.06,0.13,0.06,0,0,0.32,0,0.1,0.1,0.06,0.17,1.42,4.26,1.48
Edimilson Fernandes,"MF,DF",West Ham,14,9,845,9.4,0,0.11,0.11,0,0,0,0.11,0,0.03,0.03,0.03,0.06,1.28,2.13,2.98
Federico Fernández,DF,Swansea City,30,30,2676,29.7,0.03,0.03,0.07,0.03,0,0,0.17,0,0.02,0.02,0.02,0.05,0.17,2.42,0.27
Fernandinho,MF,Manchester City,34,33,2881,32,0.16,0.09,0.25,0.16,0,0,0.22,0,0.07,0.07,0.09,0.15,2.5,10,1.19
Sam Field,MF,West Brom,10,7,537,6,0.17,0,0.17,0.17,0,0,0.5,0,0.08,0.08,0.03,0.13,0.67,5.33,2.33
Roberto Firmino,FW,Liverpool,37,32,2763,30.7,0.49,0.23,0.72,0.46,0.03,0.03,0.03,0,0.35,0.32,0.21,0.53,2.96,4.43,9.93
Darren Fletcher,MF,Stoke City,27,25,2219,24.7,0.04,0.04,0.08,0.04,0,0,0,0,0.02,0.02,0.06,0.08,0.65,4.05,0.81
Phil Foden,"MF,FW",Manchester City,5,0,49,0.5,0,2,2,0,0,0,0,0,0,0,0.6,0.6,12,0,6
José Fonte,DF,West Ham,8,8,688,7.6,0,0.13,0.13,0,0,0,0,0,0.08,0.08,0.04,0.12,1.32,4.47,0.39
Fraser Forster,GK,Southampton,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Foster,GK,West Brom,37,37,3330,37,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.03,0
Timothy Fosu-Mensah,DF,Crystal Palace,21,17,1596,17.7,0,0,0,0,0,0,0.11,0,0.01,0.01,0.02,0.03,1.41,3.16,1.75
Simon Francis,DF,Bournemouth,32,31,2705,30.1,0,0.03,0.03,0,0,0,0.3,0.07,0.02,0.02,0.05,0.07,1.1,3.95,2.99
Ryan Fraser,"MF,DF",Bournemouth,26,23,2004,22.3,0.22,0.13,0.36,0.22,0,0,0,0,0.08,0.08,0.15,0.23,3.32,4.44,7.53
Christian Fuchs,DF,Leicester City,25,21,1921,21.3,0,0.05,0.05,0,0,0,0.05,0,0.02,0.02,0.06,0.08,1.31,3.99,2.63
Jay Fulton,MF,Swansea City,2,0,19,0.2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Ramiro Funes Mori,DF,Everton,4,1,121,1.3,0,0,0,0,0,0,0.77,0,0,0,0,0,1.54,1.54,0.77
Manolo Gabbiadini,FW,Southampton,28,11,1081,12,0.42,0,0.42,0.33,0.08,0.08,0.17,0,0.21,0.14,0.04,0.18,1,1,4.83
Jesús Gámez,DF,Newcastle Utd,2,1,98,1.1,0,0,0,0,0,0,0,0,0.09,0.09,0.18,0.18,1.82,9.09,2.73
Idrissa Gana Gueye,MF,Everton,33,32,2751,30.6,0.07,0.03,0.1,0.07,0,0,0.23,0.07,0.05,0.05,0.03,0.08,0.85,4.18,0.88
Dwight Gayle,FW,Newcastle Utd,35,23,1958,21.8,0.28,0.14,0.41,0.28,0,0,0.14,0,0.38,0.38,0.09,0.48,1.06,1.1,5.28
Paulo Gazzaniga,GK,Tottenham,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David de Gea,GK,Manchester Utd,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran Gibbs,DF,West Brom,33,32,2827,31.4,0,0.03,0.03,0,0,0,0.1,0,0.01,0.01,0.06,0.07,1.88,3.09,2.83
Olivier Giroud,FW,Arsenal,16,1,388,4.3,0.93,0.23,1.16,0.93,0,0,0,0,0.77,0.77,0.21,0.98,0.7,1.16,9.07
Olivier Giroud,FW,Chelsea,13,6,613,6.8,0.44,0.15,0.59,0.44,0,0,0,0,0.53,0.53,0.29,0.82,1.03,3.09,8.97
Connor Goldson,DF,Brighton,3,2,200,2.2,0,0,0,0,0,0,0.45,0,0.09,0.09,0,0.09,0.45,1.36,0
Heurelho Gomes,GK,Watford,24,24,2128,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Gomez,DF,Liverpool,23,21,1902,21.1,0,0.09,0.09,0,0,0,0.14,0,0.01,0.01,0.07,0.08,2.56,7.3,3.08
Dan Gosling,MF,Bournemouth,28,21,1947,21.6,0.09,0.05,0.14,0.09,0,0,0.37,0,0.1,0.1,0.04,0.14,0.83,6.2,1.16
Lee Grant,GK,Stoke City,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Gray,FW,Watford,31,16,1498,16.6,0.3,0.12,0.42,0.3,0,0,0.06,0,0.4,0.4,0.13,0.53,1.08,1.02,8.01
