goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,blocks,xg,npxg,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,xg_assist,pass_xa,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_tackled,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,sca,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_clean_sheets,gk_psxg,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_passed_completed_launched,gk_passes_launched,gk_passes,gk_passes_throws,gk_passes_length_avg,gk_goal_kicks,gk_goal_kicks_length_avg,match_id,date,season,competition_id,referee_id,home_team_id,away_team_id,home_goals,away_goals,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_corners,away_corners,home_fouls,away_fouls,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards
-0.6699836885,-0.7077231554,-0.1144807379,-0.0395954558,-9.2486728243,-2.6409803094,6.4893063724,-0.001265438,5.4736714303,-0.8114808403,-0.7793980442,-4996.6450282545,-1105.0210757385,-139.0397927609,-144.6551836057,-153.1839492452,-159.4383431949,-11.7615806698,-6.4993194597,-0.6821829153,-0.7626088073,-6.9522443149,-22.9385469572,-8.6989542464,0.2238567004,-25.4881962805,6.7211935495,7.7275892959,2.0275918896,5.4759022728,-0.7823006129,-0.9538956137,-1.5930409516,2.464018557,3.0096528733,4.5679734858,7.8506488038,-0.1481587839,-289.9757646422,18.2915561528,-12.1526094058,-178.2956705253,-101.3053061984,-22.2757932872,-289.9790536977,2.8204490717,1.0456203246,0.8298079994,-295.0445318528,-1315.2564644916,-760.8861008871,-12.1905269422,-13.9255447271,-4.125643208,-3.3063491158,-0.684936277,-304.9014126567,-32.6765800061,-16.3313447961,-13.9008917754,-0.7073088636,-0.1072534002,-1.8942317875,-0.092562834,0.3709038645,-1.252565445,-0.8633434306,-0.0682504155,0.0056564192,-0.2180678623,-0.1547258334,0.0461656776,2.9800110399,0.8677319836,2.106697087,-0.2565332303,1.3159092175,0.2258684971,0.2435665452,0.0366404163,-0.0016733136,0.0,11.8690831388,-16.7127467618,-0.5374106847,21.2067054738,3.1844065847,0.0,m-02623,2024-04-27,2023-2024,x-00005,r-00002,t-00069,t-00033,2,2,11,28,8,8,5,8,8,10,0,2,0,0
-1.1149008601,-0.4955058967,-0.0886643234,-0.0954375994,-4.4129183942,-2.9214791509,1.6673554671,0.0739538057,5.553303077,-0.7630043261,-0.6868135276,-4644.4921919823,-784.6053425566,-166.126880578,-161.2028987637,-117.5052673344,-105.8478911062,-13.7489314527,-2.0976148575,-0.4120862645,-0.7565944533,-5.8994523827,-28.0509871476,-6.580214778,-1.0334232461,-27.3257501683,6.5492624418,1.9198932163,7.9106094135,-0.2241512248,-1.1371957469,4.7900243776,7.1773361481,2.500658825,3.052644252,7.120955015,48.1316016518,-0.1640739168,-205.4322718869,41.1577050118,64.4641103544,-144.9190722136,-124.1652025341,-12.8933773527,-205.3368342875,-5.7889742559,-3.2975994175,-0.7696935589,-276.7991122799,-1484.2725837053,-903.8658085943,-12.6238691919,-12.8582837757,-4.8667687925,5.4246052279,0.6061475947,-298.1102772205,-22.5374259562,-12.3748717415,-8.6934467606,-0.9369387638,-0.6568390645,-1.1199249405,-0.6926466862,-0.2750755258,-1.8563079669,-1.6504276922,0.1779372895,-0.1773321164,0.0674718667,-0.2405569842,-0.0334003303,0.0213823415,0.4168252351,-0.3299704642,-0.2927066636,-0.0919618519,-0.0035863411,-0.1099128754,-0.0023958526,0.0,0.0,0.4643102564,-18.43519126,-1.3973383971,-1.6455672138,0.6269885935,0.0,m-02624,2024-04-28,2023-2024,x-00005,r-00020,t-00042,t-00035,0,2,14,11,2,5,4,5,8,6,0,0,0,0
-0.1845463253,0.4055621884,0.022350236,0.0644874269,-1.3935054816,-1.6962566518,-0.0797902117,-0.0425372105,0.5523921766,-0.0494523718,-0.0970430624,-3404.7952044297,-759.328806217,-180.4833957218,-183.3765888324,-83.3382253642,-86.6860701285,1.2529623065,19.5143057066,-0.1383966515,-0.4283978425,0.4982512352,-9.5007679079,-1.005126736,0.3890724375,-11.704993345,0.1059599094,0.9203121616,-1.107570742,1.7417872345,-0.5282565831,-0.5096985545,0.6797406268,-0.3432458202,0.8956379968,3.7410589793,6.5067098142,-0.2218745467,-254.2093918336,-9.8984655248,-54.8354329183,-134.873664009,-62.625634193,-2.9941748386,-254.2743714678,-2.4995574034,1.8279527732,-3.0168122581,-211.6877107341,-773.2110880944,-377.548999489,-3.4416335135,-3.0639809042,-0.3135206556,1.6046187471,0.145447967,-277.8099404931,-26.7645043798,-0.6971128334,-1.4961472659,-0.8158736284,0.8971918216,0.057066775,0.6455852418,0.0150642225,0.4747890232,0.7554981419,-0.1683405289,-0.0244480157,-0.0848449368,-0.0291229249,0.0260472875,1.8338417153,0.9590472636,0.9264583289,-0.1840849854,0.9043644887,0.0598498405,0.0555306628,-0.0005503261,0.0048695039,0.0,8.6663229105,-5.198886889,1.8384890321,16.553508527,5.4838389867,0.0,m-02625,2024-04-28,2023-2024,x-00005,r-00016,t-00009,t-00012,3,0,15,13,6,1,8,2,14,10,2,2,0,0
-0.4896477739,0.3982899353,-0.2008263014,-0.1998491685,-0.1588857618,-0.500919668,1.4087334079,0.0467107141,2.8632190949,0.1663832671,0.3254643989,1303.4496743386,242.4082151796,39.7853367231,48.3148641488,46.158368634,54.6962461167,-0.2026787555,0.3405052576,0.5782381644,0.1391266081,1.2603537045,4.5875575573,0.9720614442,1.0334501128,7.2849402312,6.0375620241,3.3437280433,4.2596254608,0.7577626699,1.0201738934,4.3625320999,9.5097646948,1.2846524575,1.5785666374,5.9683380777,5.0584134307,0.1550396006,132.8707677751,10.5085105999,48.6989257682,55.4681238514,31.6620462909,3.1288997599,133.0706169437,3.2674980098,2.6260198857,0.6722613917,109.3488604591,588.6203277955,249.2305952244,7.5516398287,3.0026672363,0.6156281535,0.9940193699,-0.6054800316,97.540886612,13.668316685,1.5920124672,1.169230902,-0.4320337992,0.7406359605,0.335861201,-0.2727657744,0.0510839774,0.1693175132,-0.3156209453,0.1799855988,0.0496170211,0.14101226,-0.0560406215,0.1703642003,-0.2479322119,0.3045530743,-0.4804948221,-0.5927875358,-0.1004355605,-0.0092203365,-0.0064983475,-0.0013296209,-0.001392368,0.0,-12.2066108508,-5.4629292673,-1.7495258732,-19.4947537542,-0.5429229523,0.0,m-02626,2024-04-28,2023-2024,x-00005,r-00014,t-00064,t-00002,2,3,14,9,2,3,8,6,12,16,2,1,0,0
1.146474925,0.1818779459,0.4173709326,0.4124178116,3.5571360291,1.7099411093,0.2498283808,-0.1149526996,-2.2414962135,0.9176871755,0.5966941838,1546.4849336518,497.9819933366,24.0973905641,22.7077072123,34.4463870192,30.4136350498,13.1708753664,21.0460496446,0.2790542756,-0.0641845124,2.8380538208,2.1422687848,0.1228260269,-0.0661907053,2.654904342,-2.1468960933,-1.3251179815,-0.9986016415,-1.2138626165,0.0655681646,0.4007583618,-3.4060896225,-1.1642828122,-1.0772134013,-2.844679889,-5.3693414923,0.5368254241,61.6999510232,10.0358372691,29.989579298,33.5794699199,-0.4985531627,0.6053656397,61.2875332115,-0.1433213731,-0.052139997,-0.3953528601,47.2408967645,190.5079186727,146.1825016021,1.9197536257,2.1121600205,0.885751436,1.7011632782,0.5230867505,56.6901985639,-2.4498605297,4.7151573485,3.6542676077,0.5594860252,0.026389785,-0.3269025254,0.3748726427,0.4270438133,1.3635662636,0.2800096153,0.0944356955,0.237718584,0.2941576346,0.2727925866,0.1844521477,3.0831428572,0.7074512069,2.3516766373,0.0921956315,0.5531412943,0.0733841438,0.0020295713,0.0644669491,0.0068876234,0.0,6.720865241,8.7288463486,2.8478535972,16.5010890684,3.5320266042,0.0,m-02627,2024-05-02,2023-2024,x-00005,r-00025,t-00018,t-00064,2,0,16,19,5,3,4,9,12,16,0,1,0,0
0.7779236772,0.4348831143,-0.0755298947,-0.0806181102,0.7843901255,1.0119495939,-0.3300479837,-0.0091147377,3.3508412375,0.0648485025,0.1302200852,932.4257109489,375.8544424728,15.1239813442,14.8380300068,32.5389243175,37.9959224271,0.5472690688,5.5077281027,-0.2288870296,-0.3055715707,-0.18414877,1.87094433,-1.3758765391,0.4719781849,4.3666353831,4.6776117157,1.9493226949,3.2556240686,1.5221701663,-0.1001825192,2.0656408531,3.1288477419,1.2933620473,2.0574791901,3.5013138452,10.6488278044,0.3102531761,93.4508030562,18.1735981237,54.637637377,31.2124057987,8.4044756851,2.2250995019,93.5319816827,4.9489010181,2.078187972,1.7810184687,51.353454415,430.1143549665,237.9149135931,6.7654401557,4.0551712543,2.0172162425,4.7080704401,4.7254232927,39.2372649167,1.2502529064,-0.7727397218,-1.403561118,-0.1310707729,0.566636435,0.0707919419,0.1984110712,-0.073947279,0.3960380993,-0.1222512969,0.1455231169,0.1974315275,0.1910697022,0.0401070971,-0.0558420474,0.4533420041,0.4762706543,0.0298729239,-0.2279331425,0.3149794241,-0.1595562854,-0.1528548682,-0.0046101313,-0.0020912858,0.0,-2.2814087656,-3.9684955062,-0.2406564792,-1.5595056092,2.599975871,0.0,m-02628,2024-05-03,2023-2024,x-00005,r-00027,t-00034,t-00025,1,1,18,10,5,3,8,7,14,12,1,3,0,0
1.2375165033,0.6564718751,0.1243764744,0.1297178307,5.9103777585,1.8683901493,-0.3664395737,-0.1066549568,-10.2358095064,0.5162000278,0.4119198888,2555.8105510792,603.2843919453,161.7405048945,162.4545976063,68.1875772995,68.3966886622,-9.2029425543,-26.5896671195,0.4719978816,0.7688487806,4.8236518909,20.9093550634,8.9829433848,0.1800478875,32.7058779424,-2.8386585856,-0.887016213,-3.3391388092,-0.3927638826,0.8932441061,-0.7185314682,-6.9217336021,-4.318643159,-5.9171663474,-4.235410401,-17.5622448858,0.1206159687,161.3071581182,-35.8938730035,-44.0305660681,88.9551917656,113.4245177684,20.8291333868,161.1774402875,-8.4301715794,-2.9315184238,-5.0649789256,168.0340057178,609.9111269525,329.3977861129,4.257475348,3.8812684859,2.2581198673,-3.650304308,-2.4510747078,220.0522891365,26.8958933588,10.6128400561,11.0150177939,-0.2299407906,-0.499359216,0.3216541558,0.1108007301,-0.1053326172,1.4110264082,1.4264783526,-0.2125274804,-0.0531802695,0.3974909994,-0.1189730652,-0.0282621287,-4.4127584414,-1.9024827506,-2.472712433,0.2171745475,-1.5646936208,-0.2082620457,-0.2084946256,-0.0001336689,0.0003662487,0.0,-4.1367389824,5.2556903686,-0.2707360107,-6.6614448293,-6.3476492714,0.0,m-02629,2024-05-04,2023-2024,x-00005,r-00005,t-00002,t-00009,3,0,25,7,9,2,6,1,16,12,2,3,0,0
0.9575415443,0.8157538425,0.2423953207,0.1356286927,0.1631244983,-0.2022756937,-0.3235533877,-0.0729919468,5.6422199366,0.4122262479,0.3035213627,-1522.6292829636,-268.5654560224,-22.8541397601,-14.5100951478,-59.568025104,-50.4453689569,-1.6024265855,0.7898668097,0.4828233826,0.5103074338,0.6554414797,-7.3937966337,-0.2148471095,0.2182503923,-4.3817875136,4.0056287211,2.7250444702,0.6940986682,2.4773636723,0.8341663806,0.5640143628,3.8783636378,1.5188484857,4.1233714509,4.4911642682,7.7117332037,0.1994170071,-32.4526909921,-6.6505210553,-13.1816601997,-27.9492994631,9.7210790954,8.4118744691,-32.5883196848,6.5195561841,0.302061542,4.5957315906,-58.8513304812,-404.8466050773,-221.2629882917,-3.2234618375,-3.2901076613,1.8182561021,4.3383883663,-1.6202075138,-90.2338557237,-0.6907078282,2.1324760485,-1.0376535963,1.2618291618,1.4131779183,-0.9326446383,1.3693765981,0.0583906048,1.5939958806,1.0713827088,-0.0633305257,0.4587081015,-0.2805091386,0.4066583507,0.001086384,-1.8037571597,-0.9683620657,-0.8909649667,0.1665682564,-0.6040058832,-0.2803925023,-0.2803944709,-0.0017422004,0.0,0.0,4.1065413495,-4.9181236106,-2.4279425528,1.4478245101,-1.8803224399,0.0,m-02630,2024-05-04,2023-2024,x-00005,r-00006,t-00011,t-00026,0,0,7,15,3,3,7,6,3,6,1,1,0,0
1.7754731848,0.8570794787,0.2534264994,0.2566805239,7.3474823594,4.0300001804,-1.8345792356,-0.0092015126,-6.9353237192,1.2536863724,1.048843158,5007.0997502934,1337.0757099632,152.4864541029,150.504928998,131.8574166051,130.2768450173,18.0522447331,7.063093614,0.952005105,1.1717473443,7.4365540438,40.4751010659,8.8732956755,-0.38400719,44.0154984783,-4.6392847051,-1.6284657517,-6.7369006265,0.819799936,1.2778159854,-2.7719388081,-5.8541848608,-2.6484050043,-4.2869187149,-1.6463198985,-15.3858839849,-0.2908210706,250.1294403883,-30.2401904079,-54.2208615175,140.3392180199,162.2129415249,24.1262955882,249.8727598643,-4.1726669983,-0.6312192425,-2.6010089441,243.2344083586,1299.0524354567,881.3618774949,15.6118313902,11.1013870603,6.6190188271,-8.4367707443,-4.9953935015,279.2580300085,21.0523892219,16.2292366798,15.459479189,-0.1431587378,0.789051394,0.0816640484,-0.0215680068,0.063768793,2.7313436949,2.4592386585,-0.039765236,0.0860873321,-0.0538378649,0.1869781527,0.0926426526,-3.7098081423,-1.0399939763,-2.6462002185,0.473294962,-0.9815957994,-0.2763798819,-0.2075443895,-6.87485e-05,-0.0009576927,0.0,-6.2203340997,8.5781567604,-0.9537845313,-1.5391013367,-4.4435922101,0.0,m-02631,2024-05-04,2023-2024,x-00005,r-00004,t-00035,t-00071,5,1,20,2,12,1,6,0,4,17,0,4,0,0
-0.8121061907,-0.6587648921,-0.1520155789,-0.1538441914,-0.8142930711,-0.4839511916,0.2458159028,0.1386081082,-5.8776781208,-0.3871033588,-0.2642218008,-1550.4381951575,-1088.7215068813,-43.8401442721,-50.7448353878,-13.1018170051,-16.5594999191,-17.1891963959,-35.14474325,-0.3137631117,0.0260783991,-2.656346796,0.3446976258,-0.9659507711,0.592283139,-1.4420209487,-5.6311853689,-4.2907455152,-3.6800771184,-1.3556147957,-0.5954934549,-3.9918087882,-8.1998524565,-2.3129354672,-3.5647426536,-2.9341238837,-2.5334688248,-0.0469549859,-134.0248928146,-37.1101080334,-92.5617237828,-34.7028939401,-7.377761386,0.9957663661,-133.8715049656,1.5061079834,0.4587942399,1.0887219097,-37.4319654765,-16.2097912849,93.9131423607,5.2547035509,4.9160481737,1.3087244545,-1.6993889966,-2.0810065286,-73.9964906748,-1.2038382612,-2.7926149402,-1.0276175646,-0.8886954031,0.4236435992,-0.8516173044,0.0346587113,-0.4829869786,-0.8823360615,-0.0201872112,-0.1987392533,-0.0823821235,-0.302447192,-0.1846052874,-0.0939749941,-4.38835936,-1.3568724266,-2.9114063741,-0.5244571937,-1.4236554,-0.0957519487,-0.0400665518,-0.0534786069,-0.0022067901,0.0,-11.6818921879,-2.7359870382,-6.9667654185,-45.3402458715,-11.4689578051,0.0,m-02632,2024-05-04,2023-2024,x-00005,r-00002,t-00014,t-00040,1,4,17,23,5,11,4,11,8,8,2,2,0,0
0.0472366185,-0.0326384077,0.0042473354,0.0042473354,-2.377549541,0.6765736501,0.2932878863,0.1016255576,2.0346304441,0.1353962705,0.1318284525,-972.5854051717,-325.1716803152,-24.6543941514,-21.6458993244,-30.2921395178,-29.8123420469,-3.3521354159,7.2011979356,0.1432298034,0.1940397477,0.9122473998,-3.2390402301,0.1486130752,0.2653891099,-3.7518345722,2.6219803504,0.7438827152,0.9224229524,1.5833178899,0.1162395081,0.6599305747,3.9601000995,1.8650932802,0.1695371639,1.0219076077,-34.2297283604,0.190551417,-67.601156841,-24.9031658943,-36.20741571,-26.7374586092,-5.3854220114,-1.3140952113,-67.6054041765,0.3282957573,1.071011125,-0.3819726109,-33.0821488259,-155.6321303112,-101.6987571545,-1.630442507,-0.4636914448,1.5556425763,1.9871946831,0.9144115219,-55.0725196991,-2.4458744025,0.6715053462,-0.4558994644,0.5228856921,0.4319108626,0.0644768744,-0.0400826496,0.1482140312,0.2360507336,0.0738125748,-0.090419002,0.0997780739,0.1038113668,0.0536297718,-0.0045620516,2.5679864117,1.2358639411,1.4531273905,-0.0112323407,0.9717157527,0.1251783781,0.1111117847,0.0,0.0140665934,0.0,9.6475247621,5.9008580586,-0.0640367457,9.0020448645,1.193292906,0.0,m-02633,2024-05-04,2023-2024,x-00005,r-00003,t-00055,t-00042,1,3,17,15,5,4,5,3,9,7,0,1,1,0
0.5738139215,0.1134751779,0.2165228751,0.2668864036,8.4511322652,1.9738982707,-1.3946566276,0.0902053719,-0.8185299734,1.0357666681,0.8063050426,2709.4288267253,849.8043895387,5.8631100128,9.8438302898,72.3421383142,77.0541739431,24.7213567584,40.6824058708,0.4974007128,0.5098945719,4.2802373571,14.9005836405,4.9626192913,0.2006568993,15.0324251734,-1.370023666,-1.8449522086,-3.6316444078,1.4379655468,0.823655195,-2.3755596778,-3.0409890071,-2.0026399004,1.1841099271,-3.5050926423,-10.1665639685,-0.0375786774,126.2739023056,-15.9236401299,-30.5342230953,110.2222307281,46.2530322054,13.2981658455,126.0070159019,1.1222387762,-0.7306702419,1.6190722231,102.1950102022,480.5025667774,302.3675776124,3.2063509282,7.3312849115,-0.024289779,0.6674179968,4.8330815565,103.3281009281,15.880923629,12.3816980809,6.9867782194,2.4311638762,0.3554669445,1.6736245539,0.8623953669,0.0722691199,0.3817694398,-0.0038727777,0.1559060616,-0.0956801875,0.0614648062,0.3230280253,-0.0590764881,1.8964984694,0.2329201659,1.6504417332,0.0743195895,0.4373267859,-0.0277964007,-0.0357835624,0.0021296414,0.0058575203,0.0,6.2354284533,22.3499580133,4.107429668,15.6884848839,1.3250036994,0.0,m-02634,2024-05-05,2023-2024,x-00005,r-00016,t-00033,t-00064,4,2,25,11,13,6,8,3,14,12,1,4,0,0
0.8342655025,0.4504423528,0.1669456771,0.083085735,6.280577994,2.3143993113,-2.027983141,-0.0360913332,2.8603841138,0.828501132,0.7710055239,3854.42243384,810.4063334878,146.0462590617,152.4006795446,116.084502662,118.5514106697,2.1181383493,-4.7506645568,0.590108127,0.3649104197,6.3118380794,13.8968229776,4.7319634185,-0.1003391921,16.9728137671,-2.4559431763,-3.3045838886,0.3349205565,-2.693567243,-0.0972964898,1.5346841536,0.5969158463,0.8205679366,2.0398161772,-2.3562594095,-3.3198474298,0.8020134252,269.6296550236,10.5971956135,73.2758572119,119.2532055099,78.4111286586,13.647333732,269.6456991048,4.5769665389,3.5147267129,-0.3072895415,219.0782249769,1130.1227415395,709.083017674,16.5345723572,10.6213139196,6.0546733115,3.4080983693,-2.7890902554,262.252591943,17.8306020984,13.9978013742,11.3318896948,0.5436772106,0.999160134,0.7946026076,0.3574002865,-0.0289285592,1.8444973691,1.0119192829,-0.0526208638,0.1474290649,0.274888642,0.3277492347,0.1351320084,-1.2233095595,-0.2743632995,-1.0176473984,0.225750675,-0.497162064,-0.1498348698,-0.1728423361,-0.0763040074,0.005569691,0.0,-6.6232902187,9.4446327852,-0.6313211715,-16.0622557511,-1.6828674214,0.0,m-02635,2024-05-05,2023-2024,x-00005,r-00021,t-00018,t-00069,5,0,25,13,14,2,8,6,12,10,1,3,0,0
-0.9162220173,-1.0038627497,0.1081120148,0.1063225888,2.4078658429,-0.0631118997,-1.2517211636,0.0040169511,-3.7758352325,-0.1293349228,-0.2094685141,1423.094888398,166.3933629003,122.3540281924,126.6181157614,25.1314825475,24.8155210332,-6.6751145331,-16.7927553397,0.1083362381,0.2396066313,3.1538584383,4.7033696111,3.7446844828,1.5906655831,8.7873522145,-6.1382041166,-4.551590238,-5.3521497136,-1.395354293,0.60929989,-2.3661573535,-3.6214153598,-2.4432569487,-1.3325782838,0.7784338942,-12.5940116675,0.2065548557,126.8610044693,-25.2692061936,-25.2313066195,75.9333378085,75.513949401,8.9409917942,126.7580359359,-1.2505678707,-0.7471642641,-1.4535100596,121.0999751191,444.1632516904,344.0481235322,9.2312270728,4.847927234,3.2029210756,0.9072804485,-5.1466792867,158.5326042741,24.6896203779,4.8638534974,3.585421417,0.6599956458,0.6468400758,0.5555449928,-0.5042108211,-0.0797378129,-2.6304851358,-2.2119932587,-0.1072585308,0.1433573176,-0.0761706155,-0.2114770506,-0.1669429978,-1.5371802889,0.1467786543,-1.6560892734,-0.3001235402,-0.4679806223,0.0436212659,0.0493734084,-0.0037945074,-0.0019576351,0.0,-11.4387115192,-10.641393382,-0.1702070345,-21.0239943063,-5.3730318254,0.0,m-02636,2024-05-05,2023-2024,x-00005,r-00025,t-00012,t-00003,1,0,15,2,8,1,7,3,13,10,2,1,0,0
-0.4754925161,-0.1570847979,-0.1935178889,-0.2061494837,-3.0263780594,-1.1274877892,-1.1889117966,-0.1127041378,-3.9000418892,-0.6705620097,-0.5057912659,-2029.0953743177,-425.3515514951,-112.8496193211,-118.4147567909,-38.7139130622,-35.0083632059,-5.5783576947,3.9130913038,-0.2805026453,-0.2560035069,-3.550377383,-12.0982971709,-6.2347826629,-0.335593034,-19.3447464299,0.2135678176,0.6941578458,-1.0370127732,0.7681288726,0.4824517182,-0.5705978398,-3.1870108831,-4.4194491403,0.5040428568,0.9139981378,-2.784550584,-0.41716963,-183.6476849823,-14.5327059789,-35.2671700865,-83.9581957331,-66.4836885022,-12.6892145016,-183.4415354986,-4.4121027827,-1.9929839637,-2.3376929453,-187.3249897602,-1130.4567716617,-690.5025929971,-13.5505629277,-10.6721995197,-3.3798498356,-1.3597570356,0.0211672862,-173.1819925609,-26.6661526185,-7.7693513541,-6.9653187152,-0.3792090013,-0.018486321,-0.6699326222,0.0298071422,0.2337881634,0.0405893961,0.2708410054,-0.0520433348,-0.0430043024,-0.0879436794,0.0001592346,-0.0474195273,-0.9272450585,-0.0637871797,-0.7702945801,0.3433321401,-0.3587310114,-0.2845824686,-0.3131421346,0.0124480256,0.0161116403,0.0,7.6457642603,-5.3348178432,-0.1773228499,23.8621938114,5.0493783137,0.0,m-02637,2024-05-06,2023-2024,x-00005,r-00030,t-00022,t-00036,4,0,18,7,10,2,6,3,12,8,1,1,0,0
-0.207211014,-0.1818269346,0.0019941246,0.0019941246,-0.6441057083,-1.0029651116,0.9346596299,0.0818070196,3.0621795096,-0.3639813978,-0.3655766975,670.9108553628,-295.2254161395,36.4691041974,36.8579612351,27.3688158417,25.5909437597,-4.3586826429,-16.6055577272,-0.3381621876,-0.1151260491,-2.3677223173,-4.5470410061,0.0152657287,0.3949012458,-2.6189185005,-0.9473998299,0.9174062543,0.7617388521,-1.8028414789,0.0937027969,-2.5900559322,-0.5603834467,2.4823749836,0.579804526,-4.9622553316,-5.8003802337,0.4636307822,35.6909072634,-2.5742599794,12.810207534,1.7575873656,18.8901449073,-0.0822479086,35.6889131388,-1.7320936411,-0.6798032571,-1.40318155,35.1605692178,325.6830224531,213.8999813416,4.5597326043,3.474416635,0.6692281175,-0.0652468368,1.4252940502,76.4092051246,11.4397325979,-2.4569342742,-0.3916028364,-0.2988428109,-1.0844879541,-0.1217842288,0.0534029679,-0.6136194119,-0.7350543097,-0.5232042627,-0.1773191546,-0.1527603592,-0.0453176924,0.1600891169,0.0034580422,1.2788256406,-0.2018239756,1.2437892288,-0.1354053155,0.399408097,0.0552077058,0.0562951416,0.0015213312,-0.0026087669,0.0,-11.8897582976,-2.9907832083,-0.6489698057,-24.462377819,-3.2124482523,0.0,m-02638,2024-05-11,2023-2024,x-00005,r-00035,t-00071,t-00022,1,3,13,13,7,3,8,3,13,12,3,2,0,1
0.132254267,0.6758230365,-0.0989095814,-0.0897968356,3.1733792933,0.6204988172,0.0858230541,-0.178505644,-2.9904458315,0.2432017784,0.3150343206,2914.197586084,879.6020773055,137.3146217564,140.991012037,81.5446205557,81.505102203,-2.6126255636,-15.7869733771,0.8911928193,0.8083749274,6.2537197631,17.1861414253,6.6757551281,0.5603900137,31.5189194377,-4.1299439066,1.5249359028,-0.4151270328,-5.5284017935,1.8135849197,1.5666652572,1.1996366811,-2.446823982,-0.5436218495,0.2477344706,-9.9416409238,-0.3868871072,180.8055230403,-15.3460271796,-13.1990062451,97.6057646623,97.9524282448,9.5846869115,180.8953198759,0.8270496883,1.2189676427,-0.914478161,191.2582180258,853.2645697718,406.7861964175,7.2603854117,5.9707824749,1.3912356497,-2.1785101166,1.0967189705,194.5840248021,28.4470009154,9.701651463,9.655784863,0.1213825493,-0.1563766822,0.4747595096,-0.4961737862,0.1022750095,1.1360996413,0.9899759093,0.0601772493,-0.1029986082,0.1401098421,-0.0672133662,0.116048615,-2.4112695922,0.0743520321,-2.3753480949,0.0245470588,-0.6577783556,-0.1472227406,-0.1036322527,-0.043590488,0.0,0.0,-15.6385452072,-16.3872144586,-1.6323971658,-8.4814056939,-0.3328894519,0.0,m-02639,2024-05-11,2023-2024,x-00005,r-00030,t-00064,t-00014,2,1,21,7,9,3,9,3,10,14,3,5,0,0
-1.593859026,-0.853118667,-0.3914091002,-0.2925745072,-3.0942902665,-3.0538481935,0.5096611548,0.0044008705,5.1056513689,-0.6147934594,-0.3800996563,-4142.1214291216,-857.6974918173,-188.2481416525,-185.0153681957,-91.5158756309,-87.4533215819,-9.4295950777,2.6384145785,-0.4535440355,-0.4913239695,-4.4928449043,-26.9934412792,-4.0437795184,0.2167704316,-20.6355732403,5.4013631619,1.80727964,4.4253302185,1.7123375087,-0.7363045653,3.6920703313,7.7381621455,-0.0817937971,5.187445166,2.2180291145,8.8150379622,-0.157145328,-245.4865012168,19.6566322496,26.0948514757,-179.3817766555,-91.9156362185,-9.369927632,-245.1939267096,-5.3003352553,-0.918515655,-3.2161908071,-234.6391334381,-1321.0944726055,-824.2604378628,-8.8225359109,-10.1194528622,-3.887542509,4.38776059,1.978371972,-272.2274984751,-14.0714608985,-9.8579954401,-8.1062696589,-0.1327907248,-0.4717249973,-0.3973195721,-0.3953089518,-0.3545815352,-2.9038200376,-1.924734932,-0.1650791823,-0.3963994563,0.1315517073,-0.5676539276,0.0184957533,2.952793935,0.8282591174,2.1327979464,-0.2735891683,0.9044584151,0.2899388383,0.2275360521,0.002941427,0.0,0.0,4.0465832921,2.5277925147,0.9679046838,-2.0595060354,-0.2607441319,0.0,m-02640,2024-05-11,2023-2024,x-00005,r-00002,t-00026,t-00035,0,4,1,16,1,9,1,7,9,6,1,0,1,0
