rank,player,nation,position,team,age,born,ninetys,passes_completed,passes_attempted,pass_completion_percentage,total_passing_distance,total_progressive_passing_distance,short_passes_completed,short_passes_attempted,short_pass_completion_percentage,medium_passes_completed,medium_passes_attempted,medium_pass_completion_percentage,long_passes_completed,long_passes_attempted,long_pass_completion_percentage,assists,expected_assisted_goals,expected_assists,assists-expected_assisted_goals,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
143,Mohamed Elneny,eg EGY,MF,Arsenal,25,1992,9.6,789,852,92.6,12227,3138,430,454,94.7,296,313,94.6,42,53,79.2,1,0.9,1,0.1,10,73,6,0,74
144,Christian Eriksen,dk DEN,"MF,FW",Tottenham,25,1992,35.8,1919,2509,76.5,35000,9566,820,947,86.6,838,1042,80.4,226,398,56.8,10,11.6,10.7,-1.6,95,264,66,8,333
145,Jonny Evans,nir NIR,DF,West Brom,29,1988,25.2,785,983,79.9,15261,6008,293,334,87.7,366,430,85.1,114,193,59.1,2,0.9,0.4,1.1,8,58,5,2,56
146,Patrice Evra,fr FRA,"DF,MF",West Ham,36,1981,2.5,84,120,70,1311,617,49,57,86,27,42,64.3,7,12,58.3,0,0,0,0,0,8,0,0,7
147,Łukasz Fabiański,pl POL,GK,Swansea City,32,1985,38,752,1276,58.9,28523,23783,70,70,100,257,262,98.1,423,936,45.2,0,0,0.1,0,1,16,0,0,0
148,Cesc Fàbregas,es ESP,MF,Chelsea,30,1987,25.6,1873,2351,79.7,33048,13012,845,949,89,722,853,84.6,235,401,58.6,4,6.8,7.6,-2.8,89,249,74,8,348
149,Marouane Fellaini,be BEL,MF,Manchester Utd,29,1987,7.6,336,398,84.4,4620,1237,185,212,87.3,101,120,84.2,17,27,63,0,0.2,0.2,-0.2,5,25,0,0,19
150,Kiko Femenía,es ESP,"DF,FW",Watford,26,1991,19,807,1004,80.4,11700,4042,502,558,90,237,294,80.6,41,91,45.1,1,1.8,2.1,-0.8,17,43,27,11,72
151,Leroy Fer,nl NED,MF,Swansea City,27,1990,15.5,515,643,80.1,9132,1993,234,278,84.2,199,235,84.7,65,98,66.3,1,1,0.8,0,10,52,9,1,66
152,Edimilson Fernandes,ch SUI,"MF,DF",West Ham,21,1996,9.4,222,288,77.1,3671,867,96,119,80.7,82,99,82.8,23,35,65.7,1,0.3,0.3,0.7,7,17,6,1,20
153,Federico Fernández,ar ARG,DF,Swansea City,28,1989,29.7,1001,1218,82.2,21296,9597,272,293,92.8,557,646,86.2,165,254,65,1,0.7,1,0.3,6,60,4,1,72
154,Fernandinho,br BRA,MF,Manchester City,32,1985,32,2686,2999,89.6,42640,13288,1335,1407,94.9,1083,1190,91,167,235,71.1,3,2.8,5,0.2,20,318,31,0,320
155,Sam Field,eng ENG,MF,West Brom,19,1998,6,128,177,72.3,2253,806,65,83,78.3,47,57,82.5,13,25,52,0,0.2,0.2,-0.2,4,13,8,1,32
156,Roberto Firmino,br BRA,FW,Liverpool,25,1991,30.7,869,1233,70.5,11802,3204,501,658,76.1,272,366,74.3,33,53,62.3,7,6.5,5.6,0.5,57,68,45,0,136
157,Darren Fletcher,sct SCO,MF,Stoke City,33,1984,24.7,843,1105,76.3,16453,5280,309,374,82.6,362,420,86.2,138,241,57.3,1,1.6,1.9,-0.6,23,77,18,3,100
158,Phil Foden,eng ENG,"MF,FW",Manchester City,17,2000,0.5,41,48,85.4,461,52,29,30,96.7,8,11,72.7,0,1,0,1,0.3,0.2,0.7,2,2,0,0,0
159,José Fonte,pt POR,DF,West Ham,33,1983,7.6,287,355,80.8,6155,2312,75,85,88.2,161,182,88.5,48,80,60,1,0.3,0.4,0.7,4,32,4,2,34
160,Fraser Forster,eng ENG,GK,Southampton,29,1988,20,253,510,49.6,9072,7775,28,28,100,106,107,99.1,119,370,32.2,0,0,0,0,0,8,0,0,0
161,Ben Foster,eng ENG,GK,West Brom,34,1983,37,565,1155,48.9,25634,23629,39,41,95.1,135,140,96.4,390,966,40.4,0,0.1,0.1,-0.1,2,45,1,0,1
162,Timothy Fosu-Mensah,nl NED,DF,Crystal Palace,19,1998,17.7,536,746,71.8,9128,4060,254,294,86.4,220,290,75.9,47,132,35.6,0,0.3,0.4,-0.3,6,53,9,4,56
163,Simon Francis,eng ENG,DF,Bournemouth,32,1985,30.1,1347,1864,72.3,26343,11347,512,612,83.7,632,807,78.3,184,383,48,1,1.5,2.4,-0.5,27,109,25,18,119
164,Ryan Fraser,sct SCO,"MF,DF",Bournemouth,23,1994,22.3,694,1005,69.1,11573,4056,349,436,80,281,393,71.5,54,137,39.4,3,3.3,2.8,-0.3,42,61,35,15,99
165,Christian Fuchs,at AUT,DF,Leicester City,31,1986,21.3,842,1226,68.7,14611,6387,406,480,84.6,313,429,73,103,248,41.5,1,1.2,0.9,-0.2,18,77,15,9,85
166,Jay Fulton,sct SCO,MF,Swansea City,23,1994,0.2,5,8,62.5,83,10,1,2,50,4,6,66.7,0,0,,0,0,0,0,0,0,0,0,0
167,Ramiro Funes Mori,ar ARG,DF,Everton,26,1991,1.3,43,55,78.2,807,304,17,19,89.5,19,20,95,7,14,50,0,0,0,0,0,4,0,0,2
168,Manolo Gabbiadini,it ITA,FW,Southampton,25,1991,12,158,228,69.3,1799,178,106,129,82.2,34,50,68,2,10,20,0,0.5,0.5,-0.5,7,3,5,0,12
169,Jesús Gámez,es ESP,DF,Newcastle Utd,32,1985,1.1,47,61,77,730,420,21,22,95.5,18,22,81.8,5,11,45.5,0,0.2,0.1,-0.2,4,5,3,1,10
170,Idrissa Gana Gueye,sn SEN,MF,Everton,27,1989,30.6,1338,1593,84,21000,5702,706,793,89,479,558,85.8,93,132,70.5,1,0.8,1,0.2,16,152,12,3,128
171,Dwight Gayle,eng ENG,FW,Newcastle Utd,26,1990,21.8,319,444,71.8,3885,609,213,277,76.9,73,100,73,8,25,32,3,2,1.2,1,21,17,3,0,24
172,Paulo Gazzaniga,ar ARG,GK,Tottenham,25,1992,1,20,25,80,545,379,3,3,100,10,10,100,7,12,58.3,0,0,0,0,0,0,0,0,0
173,David de Gea,es ESP,GK,Manchester Utd,26,1990,37,686,1092,62.8,23707,20013,74,75,98.7,287,289,99.3,321,721,44.5,0,0,0,0,1,13,0,0,0
174,Kieran Gibbs,eng ENG,DF,West Brom,27,1989,31.4,1000,1391,71.9,15562,6257,533,618,86.2,378,546,69.2,64,165,38.8,1,1.8,2.2,-0.8,22,66,23,16,97
175,Olivier Giroud,fr FRA,FW,Arsenal,30,1986,4.3,96,140,68.6,920,160,68,92,73.9,11,17,64.7,1,3,33.3,1,0.9,0.8,0.1,7,4,4,1,5
176,Olivier Giroud,fr FRA,FW,Chelsea,30,1986,6.8,155,240,64.6,1625,328,80,121,66.1,28,51,54.9,6,14,42.9,1,2,1.3,-1,13,8,4,0,21
177,Connor Goldson,eng ENG,DF,Brighton,24,1992,2.2,63,86,73.3,1270,512,21,25,84,29,37,78.4,12,21,57.1,0,0,0,0,0,6,0,0,3
178,Heurelho Gomes,br BRA,GK,Watford,36,1981,23.6,446,754,59.2,17194,14524,26,26,100,161,163,98.8,259,556,46.6,0,0,0,0,0,10,0,0,0
179,Joe Gomez,eng ENG,DF,Liverpool,20,1997,21.1,1315,1625,80.9,23165,8373,542,605,89.6,648,774,83.7,107,205,52.2,2,1.5,1.4,0.5,17,137,16,8,154
180,Dan Gosling,eng ENG,MF,Bournemouth,27,1990,21.6,825,1074,76.8,14011,4628,387,476,81.3,345,427,80.8,75,120,62.5,1,0.9,1.6,0.1,17,104,14,1,134
181,Lee Grant,eng ENG,GK,Stoke City,34,1983,3,57,93,61.3,2162,1870,7,7,100,18,18,100,32,67,47.8,0,0,0,0,0,4,0,0,0
182,Andre Gray,jm JAM,FW,Watford,26,1991,16.6,217,310,70,2738,463,134,185,72.4,48,64,75,10,12,83.3,2,2.1,1.2,-0.1,18,17,6,1,17
183,Demarai Gray,jm JAM,"MF,FW",Leicester City,21,1996,18.9,465,656,70.9,7329,1498,237,275,86.2,149,204,73,43,97,44.3,1,3.4,2.7,-2.4,27,32,15,6,37
184,Pascal Groß,de GER,"FW,MF",Brighton,26,1991,32.5,1001,1470,68.1,16478,5349,516,607,85,258,378,68.3,142,307,46.3,8,8.3,6.1,-0.3,82,86,39,16,153
185,Marko Grujić,rs SRB,"MF,DF",Liverpool,21,1996,0.2,11,14,78.6,189,75,4,6,66.7,7,7,100,0,1,0,0,0,0,0,1,0,0,0,1
186,İlkay Gündoğan,de GER,MF,Manchester City,26,1990,16.9,1291,1414,91.3,18213,4535,754,803,93.9,402,428,93.9,61,82,74.4,1,1.7,2.1,-0.7,20,122,29,0,154
187,Florent Hadergjonaj,xk KVX,"DF,MF",Huddersfield,23,1994,18.6,595,927,64.2,10632,4759,283,335,84.5,224,352,63.6,75,191,39.3,1,1.5,1.4,-0.5,26,41,28,20,62
188,Massadio Haïdara,ml MLI,FW,Newcastle Utd,24,1992,0,2,2,100,17,0,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0
189,Ben Hamer,eng ENG,GK,Leicester City,29,1987,3.1,55,86,64,1849,1564,4,4,100,26,26,100,24,55,43.6,0,0,0,0,0,4,0,0,0
190,Rekeem Harper,eng ENG,MF,West Brom,17,2000,0.2,4,5,80,82,30,1,1,100,2,3,66.7,1,1,100,0,0.1,0,-0.1,2,0,0,0,1
191,Joe Hart,eng ENG,GK,West Ham,30,1987,19,293,600,48.8,13288,11839,16,16,100,67,70,95.7,210,509,41.3,1,0.7,0.1,0.3,2,24,1,0,0
192,Isaac Hayden,eng ENG,MF,Newcastle Utd,22,1995,15.3,405,550,73.6,6070,1768,226,279,81,142,183,77.6,20,41,48.8,0,0.6,1.2,-0.6,11,37,12,5,45
193,Eden Hazard,be BEL,"FW,MF",Chelsea,26,1991,26.9,1168,1440,81.1,18699,5183,631,748,84.4,312,371,84.1,148,171,86.5,4,6.4,7.4,-2.4,83,122,79,4,218
194,Tom Heaton,eng ENG,GK,Burnley,31,1986,3.4,70,120,58.3,2857,2413,3,3,100,26,26,100,41,87,47.1,0,0,0,0,0,6,0,0,0
195,Michael Hefele,de GER,DF,Huddersfield,26,1990,0.4,8,10,80,116,30,6,6,100,2,3,66.7,0,0,,0,0,0,0,0,1,0,0,1
196,Ahmed Hegazi,eg EGY,DF,West Brom,26,1991,37.6,872,1205,72.4,19108,9451,252,307,82.1,423,530,79.8,180,326,55.2,0,0.6,1.4,-0.6,7,56,8,3,65
197,Tomer Hemed,il ISR,FW,Brighton,30,1987,9.4,146,237,61.6,1717,278,96,136,70.6,35,65,53.8,2,4,50,2,0.1,0.1,1.9,3,8,1,0,13
198,Jordan Henderson,eng ENG,MF,Liverpool,27,1990,24.1,1769,2117,83.6,33580,9305,709,771,92,814,949,85.8,216,334,64.7,1,1.8,2.4,-0.8,25,245,29,3,249
199,Jeff Hendrick,ie IRL,"FW,MF",Burnley,25,1992,25.9,656,827,79.3,10332,2034,314,378,83.1,273,319,85.6,33,60,55,2,2.7,1.6,-0.7,26,62,16,4,80
200,Wayne Hennessey,wls WAL,GK,Crystal Palace,30,1987,27,409,787,52,17667,16033,34,34,100,119,122,97.5,256,625,41,0,0.5,0.3,-0.5,1,27,1,0,0
201,Javier Hernández,mx MEX,FW,West Ham,29,1988,17.2,282,395,71.4,4661,798,146,194,75.3,96,130,73.8,27,42,64.3,0,1.3,1.3,-1.3,21,21,14,6,31
202,Ander Herrera,es ESP,MF,Manchester Utd,27,1989,14.1,917,1064,86.2,13708,3978,471,513,91.8,307,342,89.8,66,118,55.9,2,1.6,1.6,0.4,11,89,12,1,81
203,Son Heung-min,kr KOR,FW,Tottenham,25,1992,25.7,792,980,80.8,10977,2123,472,549,86,260,307,84.7,25,46,54.3,6,6.2,4.3,-0.2,39,52,26,3,92
204,Wesley Hoedt,nl NED,DF,Southampton,23,1994,28,1053,1352,77.9,22333,9239,350,394,88.8,515,608,84.7,179,319,56.1,1,0.5,0.3,0.5,9,118,5,1,143
205,Jonathan Hogg,eng ENG,MF,Huddersfield,28,1988,26.6,1206,1423,84.8,20877,5948,530,596,88.9,534,598,89.3,105,154,68.2,0,0.4,0.9,-0.4,9,110,8,1,138
206,Rob Holding,eng ENG,DF,Arsenal,21,1995,9.1,517,612,84.5,9871,3314,176,204,86.3,271,295,91.9,58,91,63.7,0,0,0.1,0,2,33,0,0,47
207,José Holebas,gr GRE,DF,Watford,33,1984,26.5,901,1521,59.2,16066,8079,422,516,81.8,329,548,60,128,362,35.4,4,3.2,3.7,0.8,39,61,18,13,98
208,Mason Holgate,eng ENG,DF,Everton,20,1996,13.2,361,543,66.5,7516,3316,131,162,80.9,162,214,75.7,65,148,43.9,0,0.6,0.4,-0.6,7,42,5,1,44
209,Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,16,2000,0.3,12,18,66.7,222,30,5,6,83.3,5,7,71.4,1,3,33.3,0,0,0,0,0,2,1,0,2
210,Will Hughes,eng ENG,MF,Watford,22,1995,11,322,416,77.4,4055,1197,208,241,86.3,78,103,75.7,8,21,38.1,3,1.5,1.8,1.5,17,35,14,1,60
211,Jordan Hugill,eng ENG,FW,West Ham,25,1992,0.3,3,9,33.3,37,0,2,4,50,1,5,20,0,0,,0,0,0,0,0,0,0,0,0
212,Uwe Hünemeier,de GER,DF,Brighton,31,1986,0.2,1,4,25,38,0,0,0,,0,0,,1,3,33.3,0,0,0,0,0,0,0,0,0
213,Emerson Hyndman,us USA,MF,Bournemouth,21,1996,0.6,21,24,87.5,392,67,12,13,92.3,6,7,85.7,3,4,75,0,0,0,0,1,1,0,0,0
214,Pierre Højbjerg,dk DEN,MF,Southampton,21,1995,18.6,952,1132,84.1,15556,3430,465,530,87.7,361,411,87.8,82,115,71.3,0,0.6,1,-0.6,13,68,10,3,90
215,Jordon Ibe,eng ENG,"MF,FW",Bournemouth,21,1995,22.2,596,815,73.1,9636,2795,301,374,80.5,214,271,79,58,107,54.2,6,3.3,4.4,2.7,36,64,20,4,95
216,Vicente Iborra,es ESP,MF,Leicester City,29,1988,15.7,698,860,81.2,11864,3247,320,393,81.4,271,317,85.5,70,94,74.5,0,0.5,1.1,-0.5,8,54,5,0,79
217,Zlatan Ibrahimović,se SWE,"MF,FW",Manchester Utd,35,1981,1.2,59,78,75.6,829,217,37,48,77.1,14,20,70,4,6,66.7,0,0.1,0.3,-0.1,2,5,3,0,9
218,Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,20,1996,9.2,197,255,77.3,2707,585,118,143,82.5,53,63,84.1,13,25,52,3,2.3,2.1,0.7,11,15,12,0,26
219,Tom Ince,eng ENG,"MF,FW",Huddersfield,25,1992,27.2,572,763,75,8640,1728,317,361,87.8,198,235,84.3,34,96,35.4,0,1.4,1.2,-1.4,18,27,14,7,60
220,Danny Ings,eng ENG,FW,Liverpool,25,1992,3,47,79,59.5,719,124,25,35,71.4,13,21,61.9,5,7,71.4,0,0.1,0.1,-0.1,3,3,3,0,9
221,Stephen Ireland,ie IRL,"MF,FW",Stoke City,30,1986,1.5,57,70,81.4,788,200,37,40,92.5,13,14,92.9,3,7,42.9,0,0,0,0,1,5,0,0,7
222,Alex Iwobi,ng NGA,"MF,FW",Arsenal,21,1996,20.3,997,1171,85.1,14645,3786,587,636,92.3,321,379,84.7,53,78,67.9,5,3.5,3.6,1.5,36,93,31,0,138
223,José Izquierdo,co COL,"MF,FW",Brighton,25,1992,22,415,550,75.5,5081,1389,259,317,81.7,104,142,73.2,9,24,37.5,3,2.2,1.7,0.8,21,21,15,5,36
224,Phil Jagielka,eng ENG,DF,Everton,34,1982,22.9,737,983,75,16406,5143,219,246,89,362,430,84.2,150,285,52.6,0,0,0.3,0,1,62,6,0,53
225,Eldin Jakupović,ch SUI,GK,Leicester City,32,1984,2,35,56,62.5,1424,1247,0,0,,13,13,100,22,42,52.4,0,0,0,0,0,1,0,0,0
226,Matty James,eng ENG,MF,Leicester City,26,1991,11,363,448,81,5314,1297,188,218,86.2,134,160,83.8,17,32,53.1,0,0.1,0.3,-0.1,2,27,2,0,28
227,Daryl Janmaat,nl NED,DF,Watford,28,1989,20.2,750,1041,72,12214,5462,416,470,88.5,237,355,66.8,79,173,45.7,0,1,1.3,-1,12,83,29,15,107
228,Vincent Janssen,nl NED,DF,Tottenham,23,1994,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
229,Jesé,es ESP,"FW,MF",Stoke City,24,1993,6.8,118,162,72.8,1739,363,68,80,85,32,45,71.1,9,14,64.3,1,0.7,0.7,0.3,9,7,6,0,14
230,Gabriel Jesus,br BRA,FW,Manchester City,20,1997,18.5,474,596,79.5,5662,806,302,364,83,100,126,79.4,12,16,75,3,2.1,2.2,0.9,18,17,19,0,49
231,Glen Johnson,eng ENG,DF,Stoke City,32,1984,6.1,159,242,65.7,3160,1662,67,77,87,63,91,69.2,25,59,42.4,0,0.2,0.5,-0.2,4,18,9,2,23
232,Phil Jones,eng ENG,DF,Manchester Utd,25,1992,21.9,991,1090,90.9,18639,5304,313,336,93.2,546,576,94.8,99,135,73.3,0,0.1,0.1,-0.1,2,37,1,0,45
233,Joselu,es ESP,FW,Newcastle Utd,27,1990,19,374,605,61.8,4732,1099,259,377,68.7,82,153,53.6,13,23,56.5,1,1.2,0.5,-0.2,16,34,6,1,41
234,Mathias Jørgensen,dk DEN,DF,Huddersfield,27,1990,38,1206,1576,76.5,23654,9558,407,472,86.2,607,725,83.7,162,317,51.1,2,0.9,1.1,1.1,9,95,2,0,120
235,Christian Kabasele,be BEL,DF,Watford,26,1991,25.9,677,910,74.4,13472,6282,227,278,81.7,352,425,82.8,88,180,48.9,0,0.1,0.3,-0.1,3,46,5,0,74
236,Younès Kaboul,fr FRA,DF,Watford,31,1986,1.7,52,76,68.4,1247,528,14,19,73.7,25,31,80.6,13,24,54.2,0,0,0,0,0,9,0,0,7
237,Elias Kachunga,cd COD,"FW,MF",Huddersfield,25,1992,14.8,231,368,62.8,2834,483,163,212,76.9,54,89,60.7,5,17,29.4,1,0.6,0.5,0.4,10,6,6,1,24
238,Sullay Kaikai,sl SLE,MF,Crystal Palace,21,1995,0.2,4,8,50,60,18,3,4,75,0,3,0,1,1,100,0,0,0,0,0,0,0,0,1
239,Harry Kane,eng ENG,FW,Tottenham,24,1993,34.2,477,696,68.5,8715,2185,231,301,76.7,153,216,70.8,71,109,65.1,2,2.7,2.4,-0.7,32,53,24,2,94
240,N'Golo Kanté,fr FRA,MF,Chelsea,26,1991,33.3,1924,2174,88.5,30572,8032,975,1041,93.7,737,798,92.4,132,187,70.6,1,2.9,3.2,-1.9,40,195,35,2,274
241,Loris Karius,de GER,GK,Liverpool,24,1993,19,455,630,72.2,11925,9119,68,68,100,264,265,99.6,123,293,42,0,0,0,0,0,3,0,0,0
242,Orestis Karnezis,gr GRE,GK,Watford,32,1985,14.4,198,404,49,8667,7762,5,5,100,50,51,98,143,348,41.1,0,0,0,0,0,8,0,0,0
243,Beram Kayal,il ISR,MF,Brighton,29,1988,8.3,182,235,77.4,2904,800,89,103,86.4,72,88,81.8,13,26,50,0,0.5,0.6,-0.5,11,16,4,2,27
244,Michael Keane,eng ENG,DF,Everton,24,1993,28.4,905,1170,77.4,19215,7605,270,330,81.8,481,552,87.1,149,258,57.8,1,0.5,0.4,0.5,4,76,4,0,83
245,Martin Kelly,eng ENG,DF,Crystal Palace,27,1990,13.3,284,394,72.1,5365,2459,124,142,87.3,121,151,80.1,35,87,40.2,0,0.1,0.2,-0.1,2,19,0,0,16
246,Kenedy,br BRA,"MF,DF",Newcastle Utd,21,1996,11.4,297,408,72.8,4218,1296,174,208,83.7,84,119,70.6,20,41,48.8,2,1.7,1.8,0.3,13,14,12,6,21
247,Jonjoe Kenny,eng ENG,DF,Everton,20,1997,17.7,576,849,67.8,9944,4622,306,352,86.9,187,272,68.8,71,168,42.3,1,1.5,1.3,-0.5,10,54,12,10,48
248,Andy King,wls WAL,MF,Leicester City,28,1988,6,167,221,75.6,2628,676,76,93,81.7,66,81,81.5,12,25,48,0,0.1,0.1,-0.1,2,17,0,0,13
249,Andy King,wls WAL,MF,Swansea City,28,1988,7.9,296,359,82.5,5218,1314,132,145,91,125,148,84.5,28,50,56,1,0.2,0.5,0.8,4,35,5,2,38
250,Joshua King,no NOR,"FW,MF",Bournemouth,25,1992,27.3,514,730,70.4,7926,1895,275,363,75.8,197,272,72.4,25,42,59.5,3,4.9,3.6,-1.9,38,48,34,4,83
251,Davy Klaassen,nl NED,"MF,FW",Everton,24,1993,2.8,80,103,77.7,1223,282,39,47,83,32,40,80,4,5,80,0,0.1,0.1,-0.1,2,5,2,0,11
252,Ragnar Klavan,ee EST,DF,Liverpool,31,1985,16.1,1097,1218,90.1,21335,7588,331,353,93.8,659,697,94.5,95,143,66.4,0,0.2,0.6,-0.2,4,61,6,0,73
253,Anthony Knockaert,fr FRA,"MF,FW",Brighton,25,1991,26.9,851,1103,77.2,12977,3196,475,544,87.3,270,337,80.1,61,126,48.4,1,3.2,3.1,-2.2,32,45,30,5,124
254,Sead Kolašinac,ba BIH,DF,Arsenal,24,1993,23.9,1203,1515,79.4,17835,5821,648,753,86.1,469,576,81.4,40,86,46.5,4,3.5,3.3,0.5,19,69,19,6,105
255,Vincent Kompany,be BEL,DF,Manchester City,31,1986,15.5,1327,1434,92.5,24734,8914,506,534,94.8,671,709,94.6,129,164,78.7,1,0.5,0.6,0.5,4,94,2,0,85
256,Terence Kongolo,nl NED,DF,Huddersfield,23,1994,11.7,263,390,67.4,4459,2277,128,157,81.5,110,154,71.4,17,51,33.3,0,0.1,0.3,-0.1,3,32,3,2,36
257,Laurent Koscielny,fr FRA,DF,Arsenal,31,1985,24.7,1563,1765,88.6,31024,12028,523,574,91.1,841,910,92.4,185,241,76.8,0,0.4,0.7,-0.4,7,137,3,0,124
258,Cheikhou Kouyaté,sn SEN,MF,West Ham,27,1989,31.1,734,982,74.7,10437,2762,423,521,81.2,240,315,76.2,33,66,50,3,1.1,0.6,1.9,16,56,7,3,66
259,Bojan Krkić,es ESP,MF,Stoke City,26,1990,0.8,22,27,81.5,358,69,13,16,81.3,5,6,83.3,3,3,100,0,0,0,0,1,1,0,0,2
260,Grzegorz Krychowiak,pl POL,MF,West Brom,27,1990,18.2,641,831,77.1,11378,3332,301,354,85,248,303,81.8,70,122,57.4,2,1.8,1.1,0.2,13,76,9,1,101
261,Rajiv van La Parra,nl NED,"FW,MF",Huddersfield,26,1991,23.7,517,725,71.3,7433,1525,298,362,82.3,169,232,72.8,24,55,43.6,0,0.9,1.2,-0.9,14,20,15,6,65
262,Alexandre Lacazette,fr FRA,FW,Arsenal,26,1991,24.5,558,744,75,6693,1185,369,450,82,120,170,70.6,13,25,52,4,4.4,4,-0.4,36,18,31,3,59
263,Freddie Ladapo,eng ENG,FW,Crystal Palace,24,1993,0.2,5,9,55.6,42,10,5,8,62.5,0,1,0,0,0,,0,0,0,0,0,0,0,0,0
264,Adam Lallana,eng ENG,"MF,FW",Liverpool,29,1988,3.4,192,229,83.8,2309,705,126,136,92.6,46,54,85.2,3,11,27.3,0,0.4,0.6,-0.4,7,18,11,2,33
265,Érik Lamela,ar ARG,"FW,MF",Tottenham,25,1992,9.4,379,477,79.5,5766,1209,205,234,87.6,137,165,83,25,43,58.1,2,2,1.6,0,16,32,17,0,46
266,Manuel Lanzini,ar ARG,"MF,FW",West Ham,24,1993,22.7,1085,1309,82.9,16247,4292,608,672,90.5,356,422,84.4,70,137,51.1,6,4.1,3,1.9,40,104,35,3,156
267,Aymeric Laporte,es ESP,DF,Manchester City,23,1994,9,762,826,92.3,13329,4972,337,354,95.2,346,366,94.5,61,81,75.3,0,0.1,0.3,-0.1,2,54,3,1,72
268,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,23,1993,32.5,918,1195,76.8,17019,7376,346,393,88,448,545,82.2,100,204,49,0,0.7,0.8,-0.7,6,59,4,0,73
269,Florian Lejeune,fr FRA,DF,Newcastle Utd,26,1991,23.4,826,1082,76.3,17237,7245,282,321,87.9,391,468,83.5,134,253,53,2,1.5,1.3,0.5,7,66,1,0,67
270,Mario Lemina,ga GAB,MF,Southampton,23,1993,19.1,857,987,86.8,14283,3476,414,457,90.6,335,372,90.1,80,120,66.7,1,0.7,0.7,0.3,8,68,6,1,86
271,Aaron Lennon,eng ENG,MF,Burnley,30,1987,12.4,202,305,66.2,2883,729,121,153,79.1,62,89,69.7,10,21,47.6,2,0.8,1.3,1.2,7,14,13,5,28
272,Aaron Lennon,eng ENG,"FW,MF",Everton,30,1987,8.8,146,219,66.7,2086,558,92,122,75.4,45,60,75,6,11,54.5,0,0.2,0.3,-0.2,4,6,3,0,19
273,Victor Lindelöf,se SWE,DF,Manchester Utd,23,1994,14.3,707,780,90.6,11923,4239,310,328,94.5,328,361,90.9,52,66,78.8,0,0.3,0.3,-0.3,2,33,1,0,42
274,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,24,1992,20.2,841,996,84.4,10354,2219,493,546,90.3,198,234,84.6,33,61,54.1,5,2.8,2.6,2.2,26,68,19,1,75
275,Jake Livermore,eng ENG,MF,West Brom,27,1989,29.7,878,1133,77.5,15708,4533,374,443,84.4,372,449,82.9,106,169,62.7,2,1.9,1.8,0.1,20,108,8,3,133
276,Fernando Llorente,es ESP,"FW,MF",Tottenham,32,1985,2.6,60,88,68.2,683,107,42,57,73.7,15,25,60,0,2,0,0,0.2,0.1,-0.2,4,2,2,0,4
277,Hugo Lloris,fr FRA,GK,Tottenham,30,1986,36,916,1167,78.5,26371,18330,75,76,98.7,526,528,99.6,315,561,56.1,0,0,0,0,0,9,1,0,0
278,Jürgen Locadia,nl NED,"FW,MF",Brighton,23,1993,2.5,38,55,69.1,697,140,18,23,78.3,9,15,60,8,9,88.9,1,0.1,0,0.9,1,4,0,0,4
279,Ruben Loftus-Cheek,eng ENG,MF,Crystal Palace,21,1996,20.8,603,745,80.9,8326,2630,364,424,85.8,168,199,84.4,31,47,66,3,3.2,2.6,-0.2,25,64,25,2,106
280,Joe Lolley,eng ENG,"FW,MF",Huddersfield,24,1992,2.5,52,73,71.2,805,267,28,35,80,21,28,75,1,7,14.3,0,0.1,0.1,-0.1,1,9,1,1,11
281,Kevin Long,ie IRL,DF,Burnley,26,1990,16,389,546,71.2,8719,3177,99,134,73.9,195,245,79.6,88,149,59.1,2,1.3,1.2,0.7,6,23,0,0,28
282,Shane Long,ie IRL,FW,Southampton,30,1987,17.6,271,419,64.7,3471,585,173,229,75.5,64,111,57.7,10,21,47.6,1,1.3,1.4,-0.3,20,11,9,3,21
283,Ademola Lookman,ng NGA,"FW,MF",Everton,19,1997,1.8,38,47,80.9,514,127,19,23,82.6,13,14,92.9,2,3,66.7,0,0.5,0,-0.5,2,2,0,0,6
284,Jonas Lössl,dk DEN,GK,Huddersfield,28,1989,38,825,1390,59.4,32620,27387,40,40,100,285,288,99,500,1058,47.3,1,0.6,0.1,0.4,3,50,2,0,2
285,Dejan Lovren,hr CRO,DF,Liverpool,28,1989,23.6,1602,1814,88.3,31489,11482,468,497,94.2,969,1053,92,154,242,63.6,1,1.3,0.5,-0.3,6,97,9,2,98
286,Chris Löwe,de GER,DF,Huddersfield,28,1989,17.6,601,868,69.2,10650,4207,274,316,86.7,249,341,73,67,161,41.6,0,0.4,0.5,-0.4,5,46,8,5,55
287,Matthew Lowton,eng ENG,DF,Burnley,28,1989,25.5,779,1165,66.9,14940,5994,317,374,84.8,335,467,71.7,113,267,42.3,3,1.6,1.3,1.4,14,78,20,11,82
288,David Luiz,br BRA,"DF,MF",Chelsea,30,1987,9.3,420,495,84.8,8848,2964,124,135,91.9,209,227,92.1,78,116,67.2,0,0,0.1,0,1,37,3,0,31
